"Parent_OrphaCode"|"OrphaCode"|"Classification"|"Root_OrphaCode"
268940|208441|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
268940|101070|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
268940|98889|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|1048|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
1048|563612|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
1048|563609|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|818|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|35107|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|1246|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|3474|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|228402|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|444077|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|444072|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|444051|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|444002|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|439822|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|438213|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
438213|438216|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
438213|314655|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|436141|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|435938|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|434179|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|431140|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|423306|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|420794|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|420561|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|412035|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|411986|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|496693|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|404473|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|404451|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|404448|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|404443|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|404440|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|401935|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|401923|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|397973|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|397951|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|397709|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|228390|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|85194|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|217335|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|300570|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|284339|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|139471|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|411493|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|46059|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|251019|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|220497|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|276432|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|93473|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|53271|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|79333|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|83473|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|220493|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|435628|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|401973|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|391408|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|391372|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|369939|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|363528|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|352530|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|324313|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|500159|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|313947|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|254516|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
254516|254531|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
254516|254525|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
254516|96184|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|250972|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|210548|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
102283|163665|"Orphanet classification of rare developmental anomalies during embryogenesis"|93890
