"OrphaCode"|"AverageAgeOfOnset"|"AverageAgeOfDeath"|"InheritanceTypes"
93298|"Antenatal, Neonatal"|"infantile, stillbirth"|"Autosomal recessive"
93297|"Infancy, Neonatal"|""|"Autosomal dominant"
93299|"Antenatal, Neonatal"|"infantile, stillbirth"|"Autosomal recessive"
93302|"Childhood"|"normal life expectancy"|"Autosomal recessive"
93304|"Childhood"|"normal life expectancy"|"Autosomal dominant"
93307|"Childhood"|"No data available"|"Autosomal recessive"
93308|"Childhood"|"No data available"|"Autosomal dominant"
93311|"Childhood"|"No data available"|"Autosomal dominant"
93314|"Infancy"|""|"Autosomal dominant"
93315|"Childhood, Infancy, Neonatal"|"No data available"|"Autosomal dominant"
93316|""|""|"Autosomal dominant"
93317|"Antenatal, Neonatal"|"infantile, stillbirth"|"Autosomal recessive"
529962|"Antenatal, Neonatal"|"No data available"|""
529864|"All ages"|""|""
529852|"Adult, Elderly"|"adult, elderly"|""
90673|"Infancy, Neonatal"|""|"Autosomal dominant, Autosomal recessive"
90674|"Infancy, Neonatal"|""|"Autosomal recessive"
529831|"All ages"|"No data available"|""
529808|"Infancy, Neonatal"|""|"Not applicable"
90658|"Childhood, Infancy"|"normal life expectancy"|"Autosomal dominant"
529799|"Neonatal"|"infantile"|""
90791|"Infancy, Neonatal"|""|"Autosomal recessive"
90790|"Childhood, Infancy, Neonatal"|"early childhood, infantile, normal life expectancy"|"Autosomal recessive"
529980|"Infancy"|"No data available"|""
530033|"Adult"|""|""
529977|"Infancy, Neonatal"|"late childhood"|"Autosomal recessive"
90695|""|""|"Autosomal recessive, X-linked recessive"
529965|"Infancy"|"No data available"|"Autosomal dominant"
529970|"Adult"|"normal life expectancy"|"Autosomal recessive"
90400|"Adolescent, Adult, Elderly"|"adult, elderly"|""
90625|"Childhood, Infancy"|"normal life expectancy"|"X-linked recessive"
90635|"Childhood"|""|"Autosomal dominant"
90636|"Infancy, Neonatal"|""|"Autosomal recessive"
529468|"All ages"|"normal life expectancy"|""
529574|"Neonatal"|"normal life expectancy"|"Autosomal dominant"
90398|"Adult, Elderly"|"adult, elderly"|""
90399|"Adult, Elderly"|"adult, elderly"|""
90368|"Childhood"|""|"Autosomal dominant"
90390|""|""|"Autosomal dominant, Autosomal recessive"
90653|""|""|"Autosomal dominant"
90652|"Neonatal"|"infantile"|"X-linked dominant"
90654|""|""|"Autosomal dominant"
529665|"Infancy"|"No data available"|"Autosomal recessive"
90647|"Neonatal"|"adolescent, early childhood, late childhood"|"Autosomal recessive"
90650|""|""|"X-linked dominant"
90646|"Infancy, Neonatal"|"No data available"|"X-linked recessive"
90641|"Childhood, Infancy"|"normal life expectancy"|"Mitochondrial inheritance"
91387|"Adolescent, Adult, Childhood"|"young Adult"|"Autosomal dominant"
91396|"Antenatal, Neonatal"|"No data available"|"Autosomal dominant"
91378|"All ages"|""|"Autosomal dominant"
91385|"Adult"|""|"Not applicable"
91412|"Infancy, Neonatal"|""|"Autosomal dominant"
91397|"Infancy, Neonatal"|""|"Autosomal dominant, Not applicable"
91411|"Infancy, Neonatal"|""|"Autosomal dominant, X-linked recessive"
91355|"Adult"|""|""
91359|"Infancy, Neonatal"|""|"Not applicable"
91496|""|""|"Autosomal dominant"
91495|"Infancy, Neonatal"|""|"Autosomal dominant, Autosomal recessive"
91494|"Neonatal"|"No data available"|"Autosomal recessive"
91492|"Infancy, Neonatal"|""|"Autosomal dominant, Autosomal recessive, X-linked recessive"
91546|"All ages"|""|"Not applicable"
91500|"Adolescent, Adult, Childhood, Elderly"|""|"Multigenic/multifactorial"
91498|"Neonatal"|""|""
91481|"Infancy, Neonatal"|""|"Autosomal dominant"
91416|"Infancy, Neonatal"|"normal life expectancy"|"Autosomal dominant, Autosomal recessive"
91414|"Adolescent, Adult, Childhood"|"No data available"|"Not applicable"
91491|"Neonatal"|""|""
91489|""|""|"X-linked recessive"
91483|"Neonatal"|"normal life expectancy"|"Autosomal dominant"
91127|""|""|"Not applicable"
91130|"Neonatal"|"infantile"|"Autosomal recessive"
91131|"Infancy, Neonatal"|""|"Autosomal recessive"
91132|"Infancy, Neonatal"|""|"Autosomal recessive"
90793|"Infancy, Neonatal"|""|"Autosomal recessive"
90794|"Adolescent, Adult, Antenatal, Childhood, Infancy, Neonatal"|"adolescent, adult, early childhood, elderly, infantile, late childhood, young Adult"|"Autosomal recessive"
90795|"Infancy, Neonatal"|""|"Autosomal recessive"
90796|"Neonatal"|"normal life expectancy"|"Autosomal recessive"
90797|"All ages"|"normal life expectancy"|"X-linked recessive"
90970|"All ages"|""|""
91024|""|""|"Autosomal recessive"
91349|"Adolescent, Adult, Childhood"|""|"Not applicable"
91350|"All ages"|""|""
91352|"Adolescent, Adult, Childhood"|""|"Not applicable"
91136|"Adult, Elderly"|"No data available"|"Not applicable"
91135|"Adolescent, Childhood"|"normal life expectancy"|"Autosomal recessive, Unknown"
91138|"All ages"|""|"Not applicable"
91137|"Adult"|"adult"|"Not applicable"
528623|""|""|"Not applicable"
528647|""|""|"Not applicable"
528663|""|""|"Not applicable"
79396|"Neonatal"|"early childhood, infantile"|"Autosomal dominant"
79397|"Infancy, Neonatal"|"normal life expectancy"|"Autosomal dominant"
79394|"Infancy, Neonatal"|"early childhood"|"Autosomal recessive"
79395|"Infancy, Neonatal"|"normal life expectancy"|"Autosomal dominant"
79373|"Infancy, Neonatal"|""|""
79414|"Infancy, Neonatal"|""|"Not applicable"
79399|"Infancy, Neonatal"|"normal life expectancy"|"Autosomal dominant, Not applicable"
79401|"Infancy, Neonatal"|"normal life expectancy"|"Autosomal dominant"
79400|"Childhood"|"normal life expectancy"|"Autosomal dominant"
79403|"Antenatal, Neonatal"|"adult, infantile"|"Autosomal recessive"
79402|"Neonatal"|"any age"|"Autosomal recessive"
79405|"Infancy, Neonatal"|""|"Autosomal recessive"
79404|"Infancy, Neonatal"|"early childhood"|"Autosomal recessive"
79406|"Adolescent, Adult, Childhood"|""|"Autosomal recessive"
79409|"Infancy, Neonatal"|""|"Autosomal recessive"
79408|"Neonatal"|"adult"|"Autosomal recessive"
79411|"Infancy, Neonatal"|""|"Autosomal dominant, Autosomal recessive"
79410|"Infancy, Neonatal"|""|"Autosomal dominant, Autosomal recessive"
79452|"Infancy, Neonatal"|""|"Autosomal dominant"
79447|"Antenatal, Neonatal"|"infantile, stillbirth"|"X-linked dominant, X-linked recessive"
79456|"Infancy, Neonatal"|"early childhood"|"Not applicable"
79457|"All ages"|"normal life expectancy"|"Not applicable"
79455|"All ages"|"normal life expectancy"|"Not applicable"
79435|"Infancy, Neonatal"|"normal life expectancy"|"Autosomal recessive"
79434|"Infancy, Neonatal"|"normal life expectancy"|"Autosomal recessive"
79433|"Infancy, Neonatal"|"normal life expectancy"|"Autosomal recessive"
79432|"Infancy, Neonatal"|"normal life expectancy"|"Autosomal recessive"
79431|"Infancy, Neonatal"|"normal life expectancy"|"Autosomal recessive"
79430|"Infancy, Neonatal"|"any age"|"Autosomal recessive"
79445|"All ages"|"normal life expectancy"|"Autosomal dominant"
79444|"Childhood, Infancy, Neonatal"|"normal life expectancy"|"Autosomal dominant"
79443|"Childhood, Infancy, Neonatal"|"normal life expectancy"|"Autosomal dominant"
79483|""|""|"Not applicable"
79484|""|""|"Not applicable"
79485|""|""|"Not applicable"
79478|"Childhood"|"No data available"|"Autosomal recessive"
79479|"All ages"|""|""
79490|"Infancy, Neonatal"|""|"Not applicable"
79493|"Adolescent, Adult"|"normal life expectancy"|"Autosomal dominant"
79489|"Infancy, Neonatal"|""|"Not applicable"
79474|"Adolescent, Adult"|"adult"|"Autosomal dominant, Unknown"
79477|"Childhood, Infancy"|"late childhood"|"Autosomal recessive"
79476|"Childhood, Infancy"|"No data available"|""
79473|"Adolescent, Adult"|""|"Autosomal dominant"
79264|"Childhood"|"young Adult"|"Autosomal recessive"
79263|"Infancy, Neonatal"|"late childhood"|"Autosomal recessive"
79262|"Adult"|"adult"|"Autosomal dominant, Autosomal recessive"
79269|""|""|"Autosomal recessive"
79257|"All ages"|""|"Autosomal recessive"
79256|"Childhood"|""|"Autosomal recessive"
79255|"Infancy, Neonatal"|""|"Autosomal recessive"
79254|"Infancy, Neonatal"|"normal life expectancy"|"Autosomal recessive"
79259|"Infancy, Neonatal"|""|""
79258|"Infancy, Neonatal"|""|""
79246|"Infancy, Neonatal"|"adolescent, late childhood"|"Autosomal recessive"
79253|"Infancy, Neonatal"|""|"Autosomal recessive"
79240|"Childhood"|"normal life expectancy"|"Autosomal recessive"
79241|"Adolescent, Adult, Childhood, Infancy, Neonatal"|"No data available"|"Autosomal recessive"
79238|"Infancy, Neonatal"|""|"Autosomal recessive"
79239|"Infancy, Neonatal"|"early childhood, infantile"|"Autosomal recessive"
79244|"Childhood"|"adolescent, late childhood"|"Autosomal recessive"
79242|"Childhood, Infancy, Neonatal"|"any age"|"Autosomal recessive"
79243|"Infancy, Neonatal"|"adolescent, late childhood"|"X-linked dominant"
79299|""|""|"Autosomal dominant"
79298|"All ages"|""|""
79301|"Infancy, Neonatal"|"any age"|"Autosomal recessive"
79293|"All ages"|"normal life expectancy"|"Autosomal recessive, Not applicable"
79292|"Adolescent, Adult"|"normal life expectancy"|"Autosomal recessive"
79278|"Infancy, Neonatal"|"normal life expectancy"|"Autosomal dominant, Autosomal recessive"
79279|"Infancy, Neonatal"|""|"Autosomal recessive"
79280|"Adult"|""|"Autosomal recessive"
79281|"Childhood"|""|"Autosomal recessive"
79282|"All ages"|"any age"|"Autosomal recessive"
79283|"All ages"|""|"Autosomal recessive"
79284|"Childhood"|""|"Autosomal recessive"
79270|"Infancy, Neonatal"|""|"Autosomal recessive"
79271|"Childhood"|""|"Autosomal recessive"
79272|""|""|"Autosomal recessive"
79273|"Adolescent, Adult"|"No data available"|"Autosomal dominant"
79276|"Adolescent, Adult"|""|"Autosomal dominant"
79277|"All ages"|"adult"|"Autosomal recessive"
79333|"Infancy, Neonatal"|"early childhood, infantile"|"Autosomal recessive"
79332|"Neonatal"|"No data available"|"Autosomal recessive"
79330|"Infancy, Neonatal"|"early childhood"|"Autosomal recessive"
79329|"Infancy, Neonatal"|"No data available"|"Autosomal recessive"
79328|"Infancy, Neonatal"|"No data available"|"Autosomal recessive"
79327|"Infancy, Neonatal"|"early childhood, infantile"|"Autosomal recessive"
79326|"Infancy, Neonatal"|"No data available"|"Autosomal recessive"
79325|"Infancy, Neonatal"|"early childhood, infantile"|"Autosomal recessive"
79324|"Infancy, Neonatal"|"No data available"|"Autosomal recessive"
79323|"Infancy, Neonatal"|"No data available"|"Autosomal recessive"
79322|"Infancy, Neonatal"|"No data available"|"Autosomal recessive"
79321|"Infancy, Neonatal"|"No data available"|"Autosomal recessive"
79320|"Infancy, Neonatal"|"No data available"|"Autosomal recessive"
79319|"Infancy, Neonatal"|"early childhood, infantile, normal life expectancy"|"Autosomal recessive"
79318|"Infancy, Neonatal"|"infantile, normal life expectancy"|"Autosomal recessive"
79314|"Childhood"|"normal life expectancy"|"Autosomal recessive"
79315|"Childhood, Infancy, Neonatal"|"No data available"|"Autosomal dominant, Autosomal recessive"
79312|"Infancy, Neonatal"|""|"Autosomal recessive"
79310|"Childhood"|""|"Autosomal recessive"
79311|"Childhood"|""|"Autosomal recessive"
79306|"Infancy, Neonatal"|""|"Autosomal recessive"
79304|"Infancy, Neonatal"|""|"Autosomal recessive"
79305|"All ages"|""|"Autosomal recessive"
79302|"Infancy, Neonatal"|"No data available"|"Autosomal recessive"
79303|"Infancy, Neonatal"|"infantile"|"Autosomal recessive"
79361|"All ages"|""|"Autosomal dominant, Autosomal recessive"
79351|"Adolescent, Childhood, Infancy"|"No data available"|"Autosomal recessive"
79350|"Infancy"|"No data available"|"Autosomal recessive"
79346|"Antenatal, Neonatal"|""|"Unknown"
79347|"Neonatal"|"No data available"|"Autosomal recessive"
79345|"Antenatal, Neonatal"|"infantile"|"X-linked recessive"
85191|"No data available"|"No data available"|"Autosomal dominant"
85188|"Infancy, Neonatal"|""|""
85193|"Adolescent, Childhood"|"normal life expectancy"|"Multigenic/multifactorial, Not applicable"
85192|"Childhood"|""|"Autosomal dominant"
85195|"Adolescent, Adult, Childhood"|""|"Autosomal dominant"
85194|"Infancy, Neonatal"|"No data available"|"Autosomal recessive"
85197|""|""|"Autosomal dominant"
85199|"Infancy, Neonatal"|""|"Autosomal recessive"
85198|"Infancy, Neonatal"|"No data available"|"Autosomal dominant, Not applicable"
85201|"Childhood"|"No data available"|"Autosomal dominant, Autosomal recessive"
85200|"Neonatal"|"normal life expectancy"|"Autosomal recessive, Not applicable"
85203|"Infancy, Neonatal"|""|"Autosomal dominant"
85202|"Childhood"|""|"Autosomal recessive"
85273|"Childhood"|""|"X-linked recessive"
85212|"Infancy, Neonatal"|"early childhood"|""
85274|"No data available"|""|"X-linked recessive"
85275|"Infancy, Neonatal"|""|"X-linked recessive"
85276|"Infancy, Neonatal"|"No data available"|"X-linked recessive"
85277|"Infancy, Neonatal"|"No data available"|"X-linked recessive"
85278|"Infancy, Neonatal"|"young Adult"|"X-linked recessive"
85279|"Childhood"|""|"X-linked recessive"
85280|"Infancy, Neonatal"|"No data available"|"X-linked recessive"
85282|"Antenatal, Infancy, Neonatal"|"early childhood, normal life expectancy"|"X-linked recessive"
85283|"Childhood"|""|"X-linked recessive"
85284|"Childhood"|""|"X-linked dominant"
85285|"Infancy, Neonatal"|"No data available"|"X-linked recessive"
85286|"Infancy, Neonatal"|"elderly"|"X-linked recessive"
85287|"Infancy, Neonatal"|"infantile"|"X-linked recessive"
85288|"Childhood"|"No data available"|"X-linked recessive"
85293|"Childhood"|""|"X-linked recessive"
85292|"Adult"|""|"X-linked recessive"
85290|"Childhood"|"No data available"|"X-linked dominant, X-linked recessive"
85317|"Childhood"|"No data available"|"X-linked recessive"
85297|"Childhood"|""|"X-linked recessive"
85295|"Childhood, Infancy"|""|"X-linked dominant"
85294|"Childhood"|""|"X-linked recessive"
85321|"Infancy, Neonatal"|"No data available"|"X-linked recessive"
85320|"Infancy, Neonatal"|""|"X-linked recessive"
85319|"Infancy, Neonatal"|"No data available"|"X-linked recessive"
85325|"Childhood"|""|"X-linked recessive"
85324|"Infancy, Neonatal"|"No data available"|"X-linked recessive"
85323|"Infancy, Neonatal"|""|"X-linked recessive"
85322|"Childhood, Infancy"|"early childhood, late childhood"|"X-linked recessive"
85329|"Childhood, Infancy"|"No data available"|"X-linked recessive"
85326|"Infancy, Neonatal"|""|"X-linked recessive"
85327|"Childhood"|"No data available"|"X-linked recessive"
85332|""|""|"X-linked recessive"
85336|"Infancy, Neonatal"|""|"X-linked recessive"
85334|"Infancy, Neonatal"|"infantile"|"X-linked recessive"
85335|"Infancy, Neonatal"|"No data available"|"X-linked recessive"
85410|"Childhood"|"normal life expectancy"|"Multigenic/multifactorial"
85414|"Childhood"|""|"Multigenic/multifactorial, Unknown"
85338|"Childhood"|""|"X-linked recessive"
85408|"Childhood"|"normal life expectancy"|"Multigenic/multifactorial"
85443|"Adult"|""|"Not applicable"
85442|"Infancy, Neonatal"|"No data available"|"Autosomal dominant"
85446|"Adult"|"No data available"|"Not applicable"
85445|"Adolescent, Adult, Childhood"|""|"Not applicable"
85436|"Adolescent, Childhood"|"normal life expectancy"|"Unknown"
85435|"Childhood"|"normal life expectancy"|"Unknown"
85438|"Adolescent, Childhood"|"normal life expectancy"|"Unknown"
85458|"Adult"|"adult"|"Autosomal dominant"
85453|""|""|"X-linked dominant"
86788|"Infancy, Neonatal"|""|"X-linked recessive"
86309|"Childhood, Infancy, Neonatal"|"any age"|"Autosomal recessive"
85448|"Adult"|"No data available"|"Autosomal dominant"
85447|"Adult"|"adult"|"Autosomal dominant"
85451|"Adult"|"elderly"|"Autosomal dominant"
85450|"All ages"|""|"Autosomal dominant"
86812|"Childhood"|""|"Autosomal recessive"
86813|""|""|"Autosomal dominant"
86814|"All ages"|"elderly"|"Autosomal dominant"
86815|""|""|"Autosomal dominant"
86789|"Infancy, Neonatal"|"normal life expectancy"|"Autosomal dominant"
86797|"Adolescent, Adult, Elderly"|"adult, elderly"|""
86820|"Adult"|""|"Autosomal dominant"
86821|"Antenatal"|"stillbirth"|"Autosomal recessive"
86822|"Antenatal, Neonatal"|"infantile"|"Autosomal recessive"
86816|"Infancy, Neonatal"|"normal life expectancy"|"Autosomal recessive"
86817|""|""|"Autosomal recessive"
86818|""|""|"X-linked recessive"
86819|""|""|"Autosomal recessive"
86843|"Adult"|""|"Not applicable"
86841|"Adult"|""|"Not applicable"
86839|"Adult"|""|"Not applicable"
86836|"Adult"|""|""
512103|""|""|"Autosomal recessive"
86834|"Childhood, Infancy"|""|"Not applicable"
86829|"Adult"|""|""
86855|"Adult"|"elderly"|"Not applicable"
512260|"Infancy"|"No data available"|"Autosomal recessive"
86854|"Adult"|""|"Not applicable"
86852|"Adult"|""|""
86851|"All ages"|""|""
86850|"All ages"|"No data available"|"Not applicable"
86846|"All ages"|""|""
86845|"Adult"|""|"Not applicable"
86872|"Adult"|""|""
86873|"Adult"|"adult"|"Multigenic/multifactorial, Not applicable"
86870|"Elderly"|"elderly"|"Not applicable"
86871|"Adult, Elderly"|"adult, elderly"|"Not applicable"
86867|"Adolescent, Adult, Elderly"|""|"Not applicable"
86869|"Adult"|""|"Not applicable"
86861|"Adult"|""|""
86864|"Adult"|""|""
86886|"Adult"|""|"Not applicable"
86893|"All ages"|"any age"|"Unknown"
86884|"All ages"|""|"Not applicable"
86885|"Adult, Elderly"|""|"Not applicable"
86880|"Adult"|""|"Not applicable"
86882|"Adolescent, Adult"|""|"Not applicable"
86875|"Adult"|""|"Multigenic/multifactorial, Not applicable"
86879|"Adult"|""|"Multigenic/multifactorial, Not applicable"
79502|"Adult"|""|"Autosomal dominant"
79503|"Childhood"|"normal life expectancy"|"Autosomal dominant, Not applicable"
79506|""|""|"Autosomal dominant, Autosomal recessive"
79507|"Infancy, Neonatal"|"infantile"|"Autosomal recessive"
79495|""|""|"X-linked dominant"
79499|"Antenatal, Neonatal"|"normal life expectancy"|"Autosomal dominant"
79500|"Infancy, Neonatal"|"any age"|"Autosomal recessive"
79501|"Adolescent, Adult"|"normal life expectancy"|"Autosomal dominant"
79665|"Adult"|""|""
79643|""|""|"Autosomal recessive"
79651|"Infancy, Neonatal"|""|"Autosomal recessive"
79644|""|""|"Autosomal recessive"
83317|"All ages"|"any age"|""
83330|"Infancy, Neonatal"|""|"Autosomal recessive"
83315|"All ages"|"normal life expectancy"|"Not applicable"
83316|"All ages"|""|"Not applicable"
83419|"Adolescent, Adult, Childhood, Infancy"|"normal life expectancy"|"Autosomal recessive"
83420|"Adult"|"normal life expectancy"|"Autosomal recessive"
83418|"Infancy"|"adult"|"Autosomal recessive"
83313|"All ages"|"any age"|"Not applicable"
83314|"All ages"|"any age"|"Not applicable"
83311|"All ages"|"any age"|"Not applicable"
83312|"All ages"|"normal life expectancy"|"Not applicable"
83469|"Adolescent, Adult"|""|"Not applicable"
83468|"Childhood"|""|"Not applicable"
83467|"Adult"|""|""
83465|"Adolescent, Adult, Childhood"|"normal life expectancy"|"Unknown"
83476|"All ages"|"any age"|"Not applicable"
83473|"Infancy, Neonatal"|"No data available"|"Autosomal dominant, Not applicable"
83472|"Infancy, Neonatal"|"No data available"|"Autosomal recessive"
83471|"Infancy, Neonatal"|""|"Autosomal recessive, X-linked recessive"
83452|"All ages"|"normal life expectancy"|"Not applicable"
83451|"Adult"|"normal life expectancy"|"Not applicable"
83450|"Childhood"|"normal life expectancy"|"Not applicable"
83463|"Infancy, Neonatal"|"normal life expectancy"|"Autosomal dominant, Autosomal recessive, Not applicable"
83461|"Infancy, Neonatal"|"normal life expectancy"|"Autosomal recessive"
83454|"Adolescent, Adult, Childhood, Infancy, Neonatal"|"normal life expectancy"|"Autosomal dominant"
83453|"Adult"|"normal life expectancy"|"Not applicable"
514352|"Antenatal, Neonatal"|"infantile"|""
83619|"Infancy, Neonatal"|"No data available"|"Autosomal dominant"
83620|"Infancy, Neonatal"|"No data available"|"Autosomal recessive"
83628|"Infancy, Neonatal"|"No data available"|"Unknown"
83601|"All ages"|""|"Not applicable"
83616|"Childhood"|"No data available"|"Not applicable"
83617|"Antenatal, Infancy, Neonatal"|"any age"|"Autosomal recessive"
83594|"All ages"|"any age"|"Not applicable"
83595|"All ages"|"normal life expectancy"|"Not applicable"
83597|"All ages"|"normal life expectancy"|"Not applicable"
83600|"Adult"|"No data available"|"Not applicable"
83482|"All ages"|"any age"|"Not applicable"
83483|"All ages"|"normal life expectancy"|"Not applicable"
83484|"All ages"|"any age"|"Not applicable"
83593|"All ages"|"normal life expectancy"|"Not applicable"
84085|"All ages"|"normal life expectancy"|""
84081|"All ages"|""|"Autosomal recessive"
84090|"All ages"|""|"Autosomal dominant"
84064|"Antenatal, Infancy, Neonatal"|"adolescent, late childhood, young Adult"|"Autosomal recessive"
513436|"Adolescent, Adult, Childhood"|"No data available"|"Autosomal recessive"
83639|"Infancy, Neonatal"|"No data available"|"Autosomal recessive"
83629|"Childhood, Infancy"|"adolescent, adult, late childhood"|"X-linked recessive"
513456|"Infancy"|"No data available"|""
83642|"Infancy, Neonatal"|"No data available"|"Autosomal recessive"
85163|"Infancy, Neonatal"|""|"Autosomal recessive"
85164|"Childhood"|""|"Autosomal dominant, Autosomal recessive"
85146|"Adult"|"No data available"|"Autosomal dominant"
85162|"Adult, Elderly"|"adult, elderly"|"Unknown"
85138|"All ages"|"any age"|"Not applicable"
85128|"Childhood"|"No data available"|"Autosomal recessive"
85136|"Infancy, Neonatal"|""|"Autosomal recessive"
85110|"Adolescent, Adult, Childhood"|"adult"|"Autosomal dominant"
85112|"Childhood"|"No data available"|"Autosomal recessive"
84132|"Infancy, Neonatal"|"late childhood, young Adult"|"Autosomal recessive"
84142|"All ages"|"normal life expectancy"|"Not applicable"
84093|"Adolescent, Adult, Childhood"|""|""
85186|"Infancy, Neonatal"|""|"Autosomal recessive"
85184|"Neonatal"|"No data available"|"Autosomal recessive"
85182|""|""|"Autosomal dominant"
85179|"Infancy, Neonatal"|"infantile"|"Autosomal recessive"
85175|"Antenatal, Neonatal"|"infantile, stillbirth"|"Autosomal recessive"
85174|"Infancy, Neonatal"|"infantile"|"Autosomal recessive"
85173|"Infancy, Neonatal"|"No data available"|"Autosomal dominant, Autosomal recessive"
85172|"Neonatal"|"No data available"|"Autosomal recessive"
85170|"Infancy, Neonatal"|""|"Not applicable"
85169|"Infancy, Neonatal"|""|"Autosomal dominant"
85168|"No data available"|"No data available"|"Autosomal dominant"
85167|"No data available"|"No data available"|"Autosomal recessive"
85166|"Infancy, Neonatal"|"infantile"|"Autosomal dominant"
85165|"Childhood"|"No data available"|"Autosomal dominant, Not applicable"
603699|""|""|"Autosomal recessive"
610573|""|""|"Autosomal dominant"
610569|""|""|"Autosomal recessive"
98261|"Adolescent, Childhood, Infancy, Neonatal"|"No data available"|""
98249|"Infancy, Neonatal"|""|"Autosomal dominant, Autosomal recessive, X-linked recessive"
600668|""|""|"Autosomal dominant"
600731|"Childhood, Infancy, Neonatal"|"No data available"|""
98293|"Adolescent, Adult, Childhood, Elderly, Infancy"|""|"Multigenic/multifactorial"
98292|"All ages"|""|""
98291|"Childhood"|""|""
98274|"All ages"|""|""
98267|""|""|"Not applicable"
97244|"Infancy, Neonatal"|""|"Autosomal recessive"
97242|"Infancy, Neonatal"|""|"Autosomal dominant, Autosomal recessive"
97261|"Adult"|""|"Not applicable"
97253|"Adult"|"adult, elderly"|"Autosomal dominant, Not applicable"
97249|"Neonatal"|"No data available"|"Autosomal recessive"
97279|"All ages"|""|"Not applicable"
97278|"Adult"|""|"Not applicable"
97283|"Adult, Elderly"|""|"Unknown"
97282|"All ages"|"any age"|"Not applicable"
97280|"Adult"|"adult"|"Not applicable"
97290|"Elderly"|""|""
97286|"Adolescent, Adult"|""|"Autosomal dominant"
97287|"Adolescent, Adult, Childhood, Elderly"|""|"Not applicable"
97292|"Adolescent, Adult, Childhood, Elderly"|""|"Not applicable"
97335|"Adolescent, Childhood"|""|"Not applicable"
97297|"Antenatal, Neonatal"|"adolescent, early childhood, infantile, late childhood, young Adult"|"Autosomal dominant"
97338|"Adult"|""|"Not applicable"
97339|"Antenatal, Infancy, Neonatal"|"infantile"|""
97336|"Childhood"|""|"Not applicable"
97337|"Adolescent, Childhood"|""|"Not applicable"
97346|""|""|"Autosomal dominant"
97345|"Adult"|""|"Autosomal dominant"
97360|"Infancy, Neonatal"|"normal life expectancy"|"Autosomal dominant, Autosomal recessive"
97355|"Adult, Elderly"|""|""
97361|"All ages"|"normal life expectancy"|"Not applicable"
97362|"All ages"|"any age"|"Autosomal dominant, Not applicable"
97363|"All ages"|"normal life expectancy"|"Autosomal dominant"
97364|"Antenatal, Neonatal"|"infantile"|""
97367|""|""|"Not applicable"
97368|""|""|"Not applicable"
97369|""|""|"Autosomal recessive"
97548|"Neonatal"|"infantile"|"Autosomal recessive"
96183|"Antenatal, Neonatal"|""|""
96181|"Antenatal, Neonatal"|""|""
96180|"Antenatal, Neonatal"|""|""
96179|"Antenatal, Neonatal"|""|""
96176|"Antenatal, Childhood, Infancy, Neonatal"|""|""
96191|"Antenatal, Neonatal"|""|""
96190|"Antenatal, Neonatal"|""|""
96186|"Antenatal, Neonatal"|"No data available"|""
96185|"Antenatal, Neonatal"|"No data available"|""
96184|"Antenatal, Neonatal"|"No data available"|""
96194|"Antenatal, Neonatal"|""|""
96195|"Antenatal, Neonatal"|""|""
96192|"Childhood, Infancy"|"No data available"|""
96253|"Adult"|""|"Not applicable"
96201|"Antenatal, Neonatal"|""|""
96264|"Childhood"|"any age"|"Not applicable, Unknown"
96263|"Infancy, Neonatal"|"any age"|"Not applicable, Unknown"
96266|"Neonatal"|"normal life expectancy"|""
96265|"Neonatal"|"normal life expectancy"|""
97214|"Adolescent, Adult, Childhood"|"adult"|"Not applicable"
96369|"Adolescent, Childhood"|"adolescent, adult, young Adult"|"Not applicable"
97238|"Adolescent, Adult, Childhood, Elderly"|"any age"|"Autosomal dominant, Autosomal recessive"
97239|"Adult, Childhood, Infancy"|"early childhood"|"Not applicable, X-linked dominant"
97240|""|""|"Unknown"
97229|"Adolescent, Adult, Childhood, Infancy"|"any age"|"Autosomal recessive"
97230|"All ages"|"normal life expectancy"|"Not applicable"
97678|"Adult"|"No data available"|""
97598|"Neonatal"|""|""
97593|"All ages"|"normal life expectancy"|"Autosomal dominant, Not applicable"
97567|"Adult"|"No data available"|"Not applicable"
97564|"Adolescent, Adult, Childhood"|"adolescent, adult, elderly, late childhood, young Adult"|"Not applicable"
97566|"Adult"|"No data available"|"Not applicable"
97563|"Adult, Elderly"|"adult, elderly"|"Not applicable"
95707|"Neonatal"|"normal life expectancy"|""
95708|"Childhood"|"normal life expectancy"|"Autosomal dominant, Not applicable"
95706|"Antenatal, Neonatal"|"normal life expectancy"|"Multigenic/multifactorial, X-linked recessive"
95702|"Childhood, Infancy"|""|"X-linked recessive"
95715|"Neonatal"|""|"Not applicable"
95716|"Infancy, Neonatal"|""|"Autosomal recessive"
95713|""|""|"Autosomal dominant"
95712|"Infancy, Neonatal"|""|"Not applicable"
95613|"All ages"|""|"Not applicable"
95700|"Infancy"|"No data available"|"Autosomal recessive"
95699|"Infancy, Neonatal"|""|"Autosomal recessive"
95626|"All ages"|"normal life expectancy"|""
95506|"Adult"|""|"Not applicable"
95496|"Childhood"|"early childhood"|"Autosomal dominant, Autosomal recessive, Not applicable"
95494|""|""|"Autosomal dominant, Autosomal recessive, X-linked recessive"
95433|"Childhood"|"adult"|"Autosomal recessive"
95434|"Adult"|"No data available"|"Autosomal recessive"
95455|"All ages"|""|"Not applicable"
95157|"All ages"|"No data available"|"Autosomal dominant, Autosomal recessive"
