"OrphaCode"|"Name"|"Group"|"Type"|"OMIM"
91139|"Simple cryoglobulinemia"|"Disorder"|"Disease"|
528623|"Hereditary angioedema with C1Inh deficiency"|"Disorder"|"Disease"|
91144|"46,XX disorder of sex development induced by maternal-derived androgen"|"Group of disorders"|"Category"|
528647|"Hereditary angioedema with normal C1Inh"|"Disorder"|"Disease"|
528663|"Acquired angioedema with C1Inh deficiency"|"Disorder"|"Disease"|
79384|"Rare urticaria"|"Group of disorders"|"Category"|
79385|"Unclassified genetic skin disorder"|"Group of disorders"|"Category"|
79382|"Subcutaneous tissue disease"|"Group of disorders"|"Category"|
79388|"Mucopolysaccharidosis with skin involvement"|"Group of disorders"|"Category"|
79389|"Premature aging"|"Group of disorders"|"Category"|
79386|"Rare skin tumor or hamartoma"|"Group of disorders"|"Category"|
79387|"Metabolic disease with skin involvement"|"Group of disorders"|"Category"|
79390|"Rare photodermatosis"|"Group of disorders"|"Category"|
79391|"Immune deficiency with skin involvement"|"Group of disorders"|"Category"|
79396|"Autosomal dominant generalized epidermolysis bullosa simplex, severe form"|"Disorder"|"Disease"|131760
79397|"Epidermolysis bullosa simplex with mottled pigmentation"|"Disorder"|"Disease"|131960
79394|"Congenital non-bullous ichthyosiform erythroderma"|"Disorder"|"Disease"|615024
79395|"Keratoderma hereditarium mutilans with ichthyosis"|"Disorder"|"Disease"|604117
79369|"Isolated nail anomaly"|"Group of disorders"|"Category"|
79368|"Nail anomaly"|"Group of disorders"|"Category"|
79367|"Syndromic hair shaft abnormality"|"Group of disorders"|"Category"|
79366|"Isolated hair shaft abnormality"|"Group of disorders"|"Category"|
79373|"Ectodermal dysplasia syndrome"|"Group of disorders"|"Category"|
79372|"Sebaceous gland anomaly"|"Group of disorders"|"Category"|
79370|"Syndromic nail anomaly"|"Group of disorders"|"Category"|
79377|"Dermis disorder"|"Group of disorders"|"Category"|
79376|"Hypopigmentation of the skin"|"Group of disorders"|"Category"|
79375|"Hyperpigmentation of the skin"|"Group of disorders"|"Category"|
79374|"Pigmentation anomaly of the skin"|"Group of disorders"|"Category"|
79381|"Other dermis disorder"|"Group of disorders"|"Category"|
79380|"Mixed dermis disorder"|"Group of disorders"|"Category"|
79379|"Skin vascular disease"|"Group of disorders"|"Category"|
79378|"Dermis elastic tissue disorder"|"Group of disorders"|"Category"|
79414|"Woolly hair nevus"|"Disorder"|"Disease"|162900
79399|"Autosomal dominant generalized epidermolysis bullosa simplex, intermediate form"|"Disorder"|"Disease"|131900
79401|"PLEC-related intermediate epidermolysis bullosa simplex without extracutaneous involvement"|"Disorder"|"Disease"|131950
79400|"Localized epidermolysis bullosa simplex"|"Disorder"|"Disease"|131800
79403|"Junctional epidermolysis bullosa with pyloric atresia"|"Disorder"|"Disease"|226730
79402|"Intermediate generalized junctional epidermolysis bullosa"|"Disorder"|"Disease"|226650
79405|"Junctional epidermolysis bullosa inversa"|"Disorder"|"Disease"|226650
79404|"Severe generalized junctional epidermolysis bullosa"|"Disorder"|"Disease"|226700
79406|"Late-onset junctional epidermolysis bullosa"|"Disorder"|"Disease"|
79409|"Recessive dystrophic epidermolysis bullosa inversa"|"Disorder"|"Disease"|226600
79408|"Autosomal recessive generalized dystrophic epidermolysis bullosa, severe form"|"Disorder"|"Disease"|226600
79411|"Self-improving dystrophic epidermolysis bullosa"|"Disorder"|"Disease"|131705
79410|"Localized dystrophic epidermolysis bullosa, pretibial form"|"Subtype of disorder"|"Clinical subtype"|131850
79452|"Milroy disease"|"Disorder"|"Disease"|615907
79447|"X-linked lethal multiple pterygium syndrome"|"Disorder"|"Malformation syndrome"|312150
79456|"Diffuse cutaneous mastocytosis"|"Disorder"|"Disease"|
79457|"Maculopapular cutaneous mastocytosis"|"Disorder"|"Disease"|154800
79455|"Cutaneous mastocytoma"|"Disorder"|"Disease"|
79435|"Oculocutaneous albinism type 4"|"Disorder"|"Disease"|606574
79434|"Oculocutaneous albinism type 1B"|"Subtype of disorder"|"Clinical subtype"|606952
79433|"Oculocutaneous albinism type 3"|"Disorder"|"Disease"|203290
79432|"Oculocutaneous albinism type 2"|"Disorder"|"Disease"|203200
79431|"Oculocutaneous albinism type 1A"|"Subtype of disorder"|"Clinical subtype"|203100
79430|"Hermansky-Pudlak syndrome"|"Disorder"|"Disease"|614171
79445|"Pseudopseudohypoparathyroidism"|"Disorder"|"Disease"|612463
79444|"Pseudohypoparathyroidism type 1C"|"Disorder"|"Disease"|612462
79443|"Pseudohypoparathyroidism type 1A"|"Disorder"|"Disease"|103580
79483|"Phakomatosis cesioflammea"|"Subtype of disorder"|"Clinical subtype"|
79484|"Phakomatosis cesiomarmorata"|"Subtype of disorder"|"Clinical subtype"|
79485|"Phakomatosis spilorosea"|"Subtype of disorder"|"Clinical subtype"|
79478|"Griscelli syndrome type 3"|"Subtype of disorder"|"Clinical subtype"|609227
79479|"Pemphigus vegetans"|"Disorder"|"Disease"|
79480|"Pemphigus erythematosus"|"Disorder"|"Disease"|
79481|"Pemphigus foliaceus"|"Disorder"|"Disease"|
79490|"Microcystic lymphatic malformation"|"Disorder"|"Malformation syndrome"|
79492|"Pili gemini"|"Disorder"|"Disease"|
79493|"Brooke-Spiegler syndrome"|"Disorder"|"Disease"|132700
79489|"Macrocystic lymphatic malformation"|"Disorder"|"Malformation syndrome"|
79467|"Verrucous nevus"|"Subtype of disorder"|"Clinical subtype"|
79466|"Inflammatory linear verrucous epidermal nevus"|"Subtype of disorder"|"Clinical subtype"|
79468|"Acanthokeratolytic verrucous nevus"|"Subtype of disorder"|"Clinical subtype"|
79474|"Atypical Werner syndrome"|"Disorder"|"Disease"|
79477|"Griscelli syndrome type 2"|"Subtype of disorder"|"Clinical subtype"|607624
79476|"Griscelli syndrome type 1"|"Subtype of disorder"|"Clinical subtype"|214450
79473|"Porphyria variegata"|"Disorder"|"Disease"|176200
79264|"Juvenile neuronal ceroid lipofuscinosis"|"Disorder"|"Disease"|610127
79263|"Infantile neuronal ceroid lipofuscinosis"|"Disorder"|"Disease"|256730
79262|"Adult neuronal ceroid lipofuscinosis"|"Disorder"|"Disease"|615362
79269|"Sanfilippo syndrome type A"|"Subtype of disorder"|"Etiological subtype"|252900
79257|"GM1 gangliosidosis type 3"|"Subtype of disorder"|"Clinical subtype"|230650
79256|"GM1 gangliosidosis type 2"|"Subtype of disorder"|"Clinical subtype"|230600
79255|"GM1 gangliosidosis type 1"|"Subtype of disorder"|"Clinical subtype"|230500
79254|"Classic phenylketonuria"|"Subtype of disorder"|"Clinical subtype"|
79259|"Glycogen storage disease due to glucose-6-phosphatase deficiency type Ib"|"Subtype of disorder"|"Clinical subtype"|232240
79258|"Glycogen storage disease due to glucose-6-phosphatase deficiency type Ia"|"Subtype of disorder"|"Clinical subtype"|232200
79246|"Pyruvate dehydrogenase phosphatase deficiency"|"Subtype of disorder"|"Clinical subtype"|608782
79253|"Mild phenylketonuria"|"Subtype of disorder"|"Clinical subtype"|
79240|"Glycogen storage disease due to liver and muscle phosphorylase kinase deficiency"|"Disorder"|"Disease"|261750
79241|"Biotinidase deficiency"|"Disorder"|"Disease"|253260
79238|"Galactose epimerase deficiency"|"Disorder"|"Disease"|230350
79239|"Classic galactosemia"|"Disorder"|"Disease"|230400
79244|"Pyruvate dehydrogenase E2 deficiency"|"Subtype of disorder"|"Clinical subtype"|245348
79242|"Holocarboxylase synthetase deficiency"|"Disorder"|"Disease"|253270
79243|"Pyruvate dehydrogenase E1-alpha deficiency"|"Subtype of disorder"|"Clinical subtype"|312170
79299|"Hyperinsulinism due to glucokinase deficiency"|"Disorder"|"Disease"|602485
79298|"Diazoxide-resistant focal hyperinsulinism"|"Group of disorders"|"Clinical group"|
79301|"Congenital bile acid synthesis defect type 1"|"Disorder"|"Disease"|607765
79293|"Familial LCAT deficiency"|"Subtype of disorder"|"Clinical subtype"|245900
79292|"Fish-eye disease"|"Subtype of disorder"|"Clinical subtype"|136120
79278|"Autosomal erythropoietic protoporphyria"|"Disorder"|"Disease"|177000
79279|"Alpha-N-acetylgalactosaminidase deficiency type 1"|"Subtype of disorder"|"Clinical subtype"|609241
79280|"Alpha-N-acetylgalactosaminidase deficiency type 2"|"Subtype of disorder"|"Clinical subtype"|609242
79281|"Alpha-N-acetylgalactosaminidase deficiency type 3"|"Subtype of disorder"|"Clinical subtype"|609241
79282|"Methylmalonic acidemia with homocystinuria, type cblC"|"Subtype of disorder"|"Clinical subtype"|277400
79283|"Methylmalonic acidemia with homocystinuria, type cblD"|"Subtype of disorder"|"Clinical subtype"|277410
79284|"Methylmalonic acidemia with homocystinuria type cblF"|"Subtype of disorder"|"Clinical subtype"|277380
79270|"Sanfilippo syndrome type B"|"Subtype of disorder"|"Etiological subtype"|252920
79271|"Sanfilippo syndrome type C"|"Subtype of disorder"|"Etiological subtype"|252930
79272|"Sanfilippo syndrome type D"|"Subtype of disorder"|"Etiological subtype"|252940
79273|"Hereditary coproporphyria"|"Disorder"|"Disease"|121300
79276|"Acute intermittent porphyria"|"Disorder"|"Disease"|176000
79277|"Congenital erythropoietic porphyria"|"Disorder"|"Disease"|263700
79333|"COG7-CDG"|"Disorder"|"Disease"|608779
79332|"B4GALT1-CDG"|"Disorder"|"Disease"|607091
79330|"MOGS-CDG"|"Disorder"|"Disease"|606056
79329|"MGAT2-CDG"|"Disorder"|"Disease"|212066
79328|"ALG9-CDG"|"Disorder"|"Disease"|263210
79327|"ALG1-CDG"|"Disorder"|"Disease"|608540
79326|"ALG2-CDG"|"Disorder"|"Disease"|607906
79325|"ALG8-CDG"|"Disorder"|"Disease"|608104
79324|"ALG12-CDG"|"Disorder"|"Disease"|607143
79323|"MPDU1-CDG"|"Disorder"|"Disease"|609180
79322|"DPM1-CDG"|"Disorder"|"Disease"|608799
79321|"ALG3-CDG"|"Disorder"|"Disease"|601110
79320|"ALG6-CDG"|"Disorder"|"Disease"|603147
79319|"MPI-CDG"|"Disorder"|"Disease"|602579
79318|"PMM2-CDG"|"Disorder"|"Disease"|212065
79314|"L-2-hydroxyglutaric aciduria"|"Disorder"|"Disease"|236792
79315|"D-2-hydroxyglutaric aciduria"|"Disorder"|"Disease"|613657
79312|"Vitamin B12-unresponsive methylmalonic acidemia type mut-"|"Subtype of disorder"|"Clinical subtype"|251000
79310|"Vitamin B12-responsive methylmalonic acidemia type cblA"|"Subtype of disorder"|"Clinical subtype"|251100
79311|"Vitamin B12-responsive methylmalonic acidemia type cblB"|"Subtype of disorder"|"Clinical subtype"|251110
79306|"Progressive familial intrahepatic cholestasis type 1"|"Subtype of disorder"|"Clinical subtype"|211600
79304|"Progressive familial intrahepatic cholestasis type 2"|"Subtype of disorder"|"Clinical subtype"|615878
79305|"Progressive familial intrahepatic cholestasis type 3"|"Subtype of disorder"|"Clinical subtype"|602347
79302|"Congenital bile acid synthesis defect type 3"|"Disorder"|"Disease"|613812
79303|"Congenital bile acid synthesis defect type 2"|"Disorder"|"Disease"|235555
79363|"Hair anomaly"|"Group of disorders"|"Category"|
79362|"Epidermal appendage anomaly"|"Group of disorders"|"Category"|
79365|"Rare disorder with hypertrichosis"|"Group of disorders"|"Category"|
79364|"Alopecia"|"Group of disorders"|"Category"|
79359|"Other epidermal disorder"|"Group of disorders"|"Category"|
79358|"Porokeratosis"|"Group of disorders"|"Category"|
79361|"Inherited epidermolysis bullosa"|"Group of disorders"|"Category"|
79360|"Other genetic epidermal disease"|"Group of disorders"|"Category"|
79355|"Erythrokeratoderma"|"Group of disorders"|"Category"|
79354|"Ichthyosis"|"Group of disorders"|"Category"|
79357|"Hereditary palmoplantar keratoderma"|"Group of disorders"|"Category"|
79356|"Acrokeratoderma"|"Group of disorders"|"Category"|
79351|"3-phosphoglycerate dehydrogenase deficiency, infantile/juvenile form"|"Subtype of disorder"|"Etiological subtype"|601815
79350|"3-phosphoserine phosphatase deficiency, infantile/juvenile form"|"Subtype of disorder"|"Etiological subtype"|614023
79353|"Epidermal disease"|"Group of disorders"|"Category"|
79346|"Chondrodysplasia punctata, tibial-metacarpal type"|"Disorder"|"Malformation syndrome"|118651
79347|"Chondrodysplasia punctata, Toriello type"|"Disorder"|"Malformation syndrome"|215105
79345|"Brachytelephalangic chondrodysplasia punctata"|"Disorder"|"Malformation syndrome"|602497
85191|"Singleton-Merten dysplasia"|"Disorder"|"Malformation syndrome"|616298
85188|"Metaphyseal dysplasia, Braun-Tinschert type"|"Disorder"|"Malformation syndrome"|605946
85193|"Idiopathic juvenile osteoporosis"|"Disorder"|"Malformation syndrome"|615221
85192|"Calvarial doughnut lesions-bone fragility syndrome"|"Disorder"|"Malformation syndrome"|126550
85195|"Familial expansile osteolysis"|"Disorder"|"Disease"|174810
85194|"Spondylo-ocular syndrome"|"Disorder"|"Malformation syndrome"|605822
85197|"Genochondromatosis type 1"|"Disorder"|"Disease"|137360
85199|"Craniosynostosis-anal anomalies-porokeratosis syndrome"|"Disorder"|"Malformation syndrome"|603116
85198|"Dysspondyloenchondromatosis"|"Disorder"|"Malformation syndrome"|
85201|"Genitopatellar syndrome"|"Disorder"|"Malformation syndrome"|606170
85200|"Ischiovertebral syndrome"|"Disorder"|"Malformation syndrome"|
85203|"Acropectoral syndrome"|"Disorder"|"Malformation syndrome"|605967
85202|"Keutel syndrome"|"Disorder"|"Malformation syndrome"|245150
85273|"X-linked intellectual disability, Abidi type"|"Disorder"|"Malformation syndrome"|300262
85212|"Fetal Gaucher disease"|"Subtype of disorder"|"Clinical subtype"|608013
85274|"Syndromic X-linked intellectual disability 7"|"Disorder"|"Malformation syndrome"|300218
85275|"Microphthalmia-ankyloblepharon-intellectual disability syndrome"|"Disorder"|"Malformation syndrome"|
85276|"X-linked intellectual disability, Armfield type"|"Disorder"|"Malformation syndrome"|300261
85277|"X-linked intellectual disability, Cantagrel type"|"Disorder"|"Malformation syndrome"|300912
85278|"Christianson syndrome"|"Disorder"|"Malformation syndrome"|300243
85279|"KDM5C-related syndromic X-linked intellectual disability"|"Disorder"|"Malformation syndrome"|300534
85280|"X-linked intellectual disability-cubitus valgus-dysmorphism syndrome"|"Disorder"|"Malformation syndrome"|300471
85282|"MEHMO syndrome"|"Disorder"|"Malformation syndrome"|300148
85283|"X-linked intellectual disability, Miles-Carpenter type"|"Disorder"|"Malformation syndrome"|314580
85284|"BRESEK syndrome"|"Disorder"|"Malformation syndrome"|308205
85285|"X-linked intellectual disability, Schimke type"|"Disorder"|"Malformation syndrome"|312840
85286|"X-linked intellectual disability, Shashi type"|"Disorder"|"Malformation syndrome"|300238
85287|"X-linked intellectual disability, Siderius type"|"Disorder"|"Malformation syndrome"|300263
85288|"X-linked intellectual disability, Stocco Dos Santos type"|"Disorder"|"Malformation syndrome"|300434
85293|"X-linked intellectual disability, Cabezas type"|"Disorder"|"Malformation syndrome"|300354
85292|"X-linked spinocerebellar ataxia type 4"|"Disorder"|"Disease"|301840
85290|"X-linked intellectual disability, Wilson type"|"Disorder"|"Malformation syndrome"|309545
85317|"X-linked intellectual disability-hypogammaglobulinemia-progressive neurological deterioration syndrome"|"Disorder"|"Malformation syndrome"|
85297|"X-linked spinocerebellar ataxia type 3"|"Disorder"|"Malformation syndrome"|301790
85295|"HSD10 disease, atypical type"|"Subtype of disorder"|"Clinical subtype"|300438
85294|"X-linked epilepsy-learning disabilities-behavior disorders syndrome"|"Disorder"|"Disease"|300491
85321|"Deafness-intellectual disability syndrome, Martin-Probst type"|"Disorder"|"Malformation syndrome"|300519
85320|"X-linked intellectual disability-macrocephaly-macroorchidism syndrome"|"Disorder"|"Malformation syndrome"|
85319|"X-linked intellectual disability-epilepsy-progressive joint contractures-dysmorphism syndrome"|"Disorder"|"Malformation syndrome"|
85325|"X-linked intellectual disability, Stevenson type"|"Disorder"|"Malformation syndrome"|
85324|"X-linked intellectual disability, Shrimpton type"|"Disorder"|"Malformation syndrome"|300709
85323|"X-linked intellectual disability, Seemanova type"|"Disorder"|"Disease"|
85322|"X-linked intellectual disability, Pai type"|"Disorder"|"Malformation syndrome"|
85329|"X-linked intellectual disability-hypotonia-facial dysmorphism-aggressive behavior syndrome"|"Disorder"|"Malformation syndrome"|304340
85326|"X-linked intellectual disability, Stoll type"|"Disorder"|"Malformation syndrome"|
85327|"X-linked intellectual disability-acromegaly-hyperactivity syndrome"|"Disorder"|"Disease"|
85332|"X-linked intellectual disability-retinitis pigmentosa syndrome"|"Disorder"|"Disease"|300578
85336|"X-linked neurodegenerative syndrome, Hamel type"|"Disorder"|"Disease"|
85334|"X-linked neurodegenerative syndrome, Bertini type"|"Disorder"|"Disease"|
85335|"Fried syndrome"|"Disorder"|"Malformation syndrome"|304340
85410|"Oligoarticular juvenile idiopathic arthritis"|"Disorder"|"Disease"|
85414|"Systemic-onset juvenile idiopathic arthritis"|"Disorder"|"Disease"|604302
85338|"X-linked intellectual disability-ataxia-apraxia syndrome"|"Disorder"|"Disease"|
85408|"Rheumatoid factor-negative polyarticular juvenile idiopathic arthritis"|"Disorder"|"Disease"|
85443|"AL amyloidosis"|"Disorder"|"Disease"|254500
85442|"Short stature-pituitary and cerebellar defects-small sella turcica syndrome"|"Disorder"|"Disease"|262700
85446|"Wild type ABeta2M amyloidosis"|"Disorder"|"Disease"|
85445|"AA amyloidosis"|"Disorder"|"Disease"|
85436|"Psoriasis-related juvenile idiopathic arthritis"|"Disorder"|"Disease"|
85435|"Rheumatoid factor-positive polyarticular juvenile idiopathic arthritis"|"Disorder"|"Disease"|
85438|"Enthesitis-related juvenile idiopathic arthritis"|"Disorder"|"Disease"|
85458|"Hereditary cerebral hemorrhage with amyloidosis"|"Disorder"|"Disease"|605714
85453|"X-linked reticulate pigmentary disorder"|"Disorder"|"Disease"|301220
86788|"X-linked severe congenital neutropenia"|"Disorder"|"Disease"|300299
86309|"DPAGT1-CDG"|"Disorder"|"Disease"|608093
85448|"AGel amyloidosis"|"Disorder"|"Disease"|105120
85447|"ATTRV30M amyloidosis"|"Disorder"|"Disease"|105210
85451|"ATTRV122I amyloidosis"|"Disorder"|"Disease"|105210
85450|"Hereditary amyloidosis with primary renal involvement"|"Disorder"|"Disease"|105200
86812|"POMT1-related limb-girdle muscular dystrophy R11"|"Disorder"|"Disease"|609308
86813|"Helicoid peripapillary chorioretinal degeneration"|"Disorder"|"Disease"|108985
86814|"Benign adult familial myoclonic epilepsy"|"Disorder"|"Disease"|615400
86815|"Aplasia of lacrimal and salivary glands"|"Disorder"|"Disease"|180920
86789|"Patella aplasia/hypoplasia"|"Disorder"|"Morphological anomaly"|168860
86795|"Localized lichen myxedematosus"|"Group of disorders"|"Clinical group"|
86797|"Atypical lichen myxedematosus"|"Disorder"|"Disease"|
86820|"Familial avascular necrosis of femoral head"|"Disorder"|"Disease"|617383
86821|"Lissencephaly type 3-familial fetal akinesia sequence syndrome"|"Disorder"|"Malformation syndrome"|
86822|"Lissencephaly type 3-metacarpal bone dysplasia syndrome"|"Disorder"|"Malformation syndrome"|601160
86823|"Lissencephaly with cerebellar hypoplasia"|"Group of disorders"|"Clinical group"|
86816|"Congenital analbuminemia"|"Disorder"|"Disease"|616000
512017|"Chronic lymphoproliferative disorder of natural killer cells"|"Disorder"|"Disease"|
86817|"Hemolytic anemia due to adenylate kinase deficiency"|"Disorder"|"Disease"|612631
86818|"Alport syndrome-intellectual disability-midface hypoplasia-elliptocytosis syndrome"|"Disorder"|"Disease"|300990
86819|"Atrichia with papular lesions"|"Disorder"|"Disease"|209500
512034|"Large granular lymphocyte leukemia"|"Group of disorders"|"Clinical group"|
86843|"Acute panmyelosis with myelofibrosis"|"Disorder"|"Disease"|
86841|"Myelodysplastic syndrome associated with isolated del(5q) chromosome abnormality"|"Disorder"|"Disease"|153550
86839|"Refractory anemia with excess blasts"|"Disorder"|"Disease"|
86836|"Refractory cytopenia with multilineage dysplasia"|"Group of disorders"|"Clinical group"|
512103|"Autosomal recessive epidermolytic ichthyosis"|"Disorder"|"Disease"|
86834|"Juvenile myelomonocytic leukemia"|"Disorder"|"Disease"|607785
86830|"Chronic myeloproliferative disease, unclassifiable"|"Disorder"|"Disease"|131440
86829|"Chronic neutrophilic leukemia"|"Disorder"|"Disease"|
86855|"Plasmacytoma"|"Disorder"|"Disease"|
512260|"Congenital cerebellar ataxia due to RNU12 mutation"|"Disorder"|"Disease"|
86854|"Splenic marginal zone lymphoma"|"Disorder"|"Disease"|
86852|"B-cell prolymphocytic leukemia"|"Disorder"|"Disease"|
86851|"Acute leukemia of ambiguous lineage"|"Group of disorders"|"Category"|601626
86850|"Myeloid sarcoma"|"Disorder"|"Disease"|
86849|"Acute basophilic leukemia"|"Disorder"|"Disease"|
86846|"Therapy related acute myeloid leukemia and myelodysplastic syndrome"|"Group of disorders"|"Category"|601626
86845|"Acute myeloid leukaemia with myelodysplasia-related features"|"Disorder"|"Disease"|601626
86872|"T-cell large granular lymphocyte leukemia"|"Disorder"|"Disease"|
86873|"Aggressive NK-cell leukemia"|"Disorder"|"Disease"|
86870|"CD4+/CD56+ hematodermic neoplasm"|"Disorder"|"Disease"|
86871|"T-cell prolymphocytic leukemia"|"Disorder"|"Disease"|
86867|"Nodal marginal zone B-cell lymphoma"|"Disorder"|"Disease"|
86869|"Lymphomatoid granulomatosis"|"Disorder"|"Disease"|
86861|"Non-amyloid monoclonal immunoglobulin deposition disease"|"Disorder"|"Disease"|
86864|"Heavy chain disease"|"Disorder"|"Disease"|
86886|"Angioimmunoblastic T-cell lymphoma"|"Disorder"|"Disease"|
86893|"Nodular lymphocyte predominant Hodgkin lymphoma"|"Disorder"|"Disease"|
86884|"Subcutaneous panniculitis-like T-cell lymphoma"|"Disorder"|"Disease"|618398
86885|"Primary cutaneous peripheral T-cell lymphoma not otherwise specified"|"Disorder"|"Disease"|
86880|"Enteropathy-associated T-cell lymphoma"|"Disorder"|"Disease"|
86882|"Hepatosplenic T-cell lymphoma"|"Disorder"|"Disease"|
86875|"Adult T-cell leukemia/lymphoma"|"Disorder"|"Disease"|
86879|"Extranodal nasal NK/T cell lymphoma"|"Disorder"|"Disease"|
79502|"Punctate palmoplantar keratoderma type 2"|"Disorder"|"Disease"|175860
79503|"Ichthyosis hystrix of Curth-Macklin"|"Disorder"|"Disease"|146590
79506|"Cholesterol-ester transfer protein deficiency"|"Disorder"|"Disease"|614028
79507|"Hypotonia-failure to thrive-microcephaly syndrome"|"Disorder"|"Disease"|614037
79495|"X-linked congenital generalized hypertrichosis"|"Subtype of disorder"|"Clinical subtype"|307150
79499|"Autosomal dominant deafness-onychodystrophy syndrome"|"Disorder"|"Malformation syndrome"|124480
79500|"DOORS syndrome"|"Disorder"|"Malformation syndrome"|220500
79501|"Punctate palmoplantar keratoderma type 1"|"Disorder"|"Disease"|614936
79669|"Autoimmune bullous skin disease"|"Group of disorders"|"Clinical group"|
79665|"Gardner syndrome"|"Subtype of disorder"|"Clinical subtype"|175100
83001|"Urogenital tract malformation"|"Group of disorders"|"Category"|
79643|"Autosomal recessive hyperinsulinism due to SUR1 deficiency"|"Disorder"|"Disease"|256450
79651|"Mild hyperphenylalaninemia"|"Subtype of disorder"|"Clinical subtype"|
79644|"Autosomal recessive hyperinsulinism due to Kir6.2 deficiency"|"Disorder"|"Disease"|601820
83317|"Scrub typhus"|"Disorder"|"Disease"|
83330|"Proximal spinal muscular atrophy type 1"|"Subtype of disorder"|"Clinical subtype"|253300
83315|"Murine typhus"|"Disorder"|"Disease"|
83316|"Pseudotyphus of California"|"Disorder"|"Disease"|
83419|"Proximal spinal muscular atrophy type 3"|"Subtype of disorder"|"Clinical subtype"|253400
83420|"Proximal spinal muscular atrophy type 4"|"Subtype of disorder"|"Clinical subtype"|271150
83418|"Proximal spinal muscular atrophy type 2"|"Subtype of disorder"|"Clinical subtype"|253550
83313|"Boutonneuse fever"|"Disorder"|"Disease"|
83314|"Epidemic typhus"|"Disorder"|"Disease"|
83311|"Rocky Mountain spotted fever"|"Disorder"|"Disease"|
83312|"Rickettsialpox"|"Disorder"|"Disease"|
83469|"Desmoplastic small round cell tumor"|"Disorder"|"Disease"|
83468|"Solitary bone cyst"|"Disorder"|"Disease"|
83467|"Morvan syndrome"|"Disorder"|"Disease"|
83465|"Narcolepsy type 2"|"Disorder"|"Disease"|
83476|"West-Nile encephalitis"|"Disorder"|"Disease"|610379
83473|"Megalencephaly-polymicrogyria-postaxial polydactyly-hydrocephalus syndrome"|"Disorder"|"Malformation syndrome"|615937
83472|"CAMOS syndrome"|"Disorder"|"Malformation syndrome"|606937
83471|"Thymic aplasia"|"Disorder"|"Disease"|242700
83452|"Complex regional pain syndrome"|"Disorder"|"Disease"|604335
83451|"Florid cemento-osseous dysplasia"|"Disorder"|"Disease"|
83450|"Regional odontodysplasia"|"Disorder"|"Disease"|
83463|"Microtia"|"Disorder"|"Morphological anomaly"|600674
83461|"Congenital primary aphakia"|"Disorder"|"Malformation syndrome"|610256
83454|"Glomuvenous malformation"|"Disorder"|"Malformation syndrome"|138000
83453|"Vulvovaginal gingival syndrome"|"Disorder"|"Disease"|
514352|"Congenital brachyesophagus-intrathoracic stomach-vertebral anomalies syndrome"|"Disorder"|"Malformation syndrome"|
83619|"Macrostomia-preauricular tags-external ophthalmoplegia syndrome"|"Disorder"|"Malformation syndrome"|
83620|"Enteric anendocrinosis"|"Disorder"|"Disease"|610370
83628|"LUMBAR syndrome"|"Disorder"|"Malformation syndrome"|
83601|"Steroid-responsive encephalopathy associated with autoimmune thyroiditis"|"Disorder"|"Disease"|
83616|"Rubella panencephalitis"|"Disorder"|"Disease"|
83617|"Agammaglobulinemia-microcephaly-craniosynostosis-severe dermatitis syndrome"|"Disorder"|"Malformation syndrome"|610483
83594|"Eastern equine encephalitis"|"Disorder"|"Disease"|
83595|"Colorado tick fever"|"Disorder"|"Disease"|
83597|"Acute disseminated encephalomyelitis"|"Disorder"|"Disease"|
83600|"Encephalitis lethargica"|"Disorder"|"Disease"|
83482|"Mycoplasma encephalitis"|"Disorder"|"Disease"|
83483|"La Crosse encephalitis"|"Disorder"|"Disease"|
83484|"St. Louis encephalitis"|"Disorder"|"Disease"|
83593|"Western equine encephalitis"|"Disorder"|"Disease"|
84085|"Hinman syndrome"|"Disorder"|"Disease"|
84081|"Senior-Boichis syndrome"|"Disorder"|"Disease"|613550
84090|"Fibronectin glomerulopathy"|"Disorder"|"Disease"|601894
84087|"Collagen type III glomerulopathy"|"Disorder"|"Disease"|
84064|"Syndromic diarrhea"|"Disorder"|"Disease"|614602
84065|"Idiopathic malabsorption due to bile acid synthesis defects"|"Disorder"|"Disease"|
513436|"Autosomal recessive spastic paraplegia type 78"|"Disorder"|"Disease"|617225
83639|"Hypercoagulability syndrome due to glycosylphosphatidylinositol deficiency"|"Disorder"|"Disease"|610293
83629|"Leukoencephalopathy-spondyloepimetaphyseal dysplasia syndrome"|"Disorder"|"Disease"|300232
513456|"Intellectual disability-seizures-abnormal gait-facial dysmorphism syndrome"|"Disorder"|"Disease"|617616
83642|"Microcytic anemia with liver iron overload"|"Disorder"|"Disease"|206100
85163|"Hypomyelination-congenital cataract syndrome"|"Disorder"|"Malformation syndrome"|610532
85164|"Camptodactyly-tall stature-scoliosis-hearing loss syndrome"|"Disorder"|"Disease"|610474
85146|"Neurogenic scapuloperoneal syndrome, Kaeser type"|"Disorder"|"Disease"|181400
85162|"Facial onset sensory and motor neuronopathy"|"Disorder"|"Disease"|
85138|"Addison disease"|"Disorder"|"Disease"|240200
85128|"Bothnia retinal dystrophy"|"Disorder"|"Disease"|607475
85136|"Cystic leukoencephalopathy without megalencephaly"|"Disorder"|"Disease"|612951
85110|"Familial encephalopathy with neuroserpin inclusion bodies"|"Disorder"|"Disease"|604218
85112|"Palmoplantar keratoderma-XX sex reversal-predisposition to squamous cell carcinoma syndrome"|"Disorder"|"Disease"|610644
