"OrphaCode"|"AverageAgeOfOnset"|"AverageAgeOfDeath"|"InheritanceTypes"
79397|"Infancy, Neonatal"|""|"Autosomal dominant"
79394|"Infancy, Neonatal"|""|"Autosomal recessive"
79395|"Infancy, Neonatal"|""|"Autosomal dominant"
79373|"Infancy, Neonatal"|""|""
79414|"Infancy, Neonatal"|""|"Not applicable"
79399|"Infancy, Neonatal"|""|"Autosomal dominant, Not applicable"
79401|"Infancy, Neonatal"|""|"Autosomal dominant"
79400|"Childhood"|""|"Autosomal dominant"
79403|"Antenatal, Neonatal"|""|"Autosomal recessive"
79402|"Neonatal"|""|"Autosomal recessive"
79405|"Infancy, Neonatal"|""|"Autosomal recessive"
79404|"Infancy, Neonatal"|""|"Autosomal recessive"
79406|"Adolescent, Adult, Childhood"|""|"Autosomal recessive"
79409|"Infancy, Neonatal"|""|"Autosomal recessive"
79408|"Neonatal"|""|"Autosomal recessive"
79411|"Infancy, Neonatal"|""|"Autosomal dominant, Autosomal recessive"
79410|"Infancy, Neonatal"|""|"Autosomal dominant, Autosomal recessive"
79452|"Infancy, Neonatal"|""|"Autosomal dominant"
79447|"Antenatal, Neonatal"|""|"X-linked dominant, X-linked recessive"
79456|"Infancy, Neonatal"|""|"Not applicable"
79457|"All ages"|""|"Not applicable"
79455|"All ages"|""|"Not applicable"
79435|"Infancy, Neonatal"|""|"Autosomal recessive"
79434|"Infancy, Neonatal"|""|"Autosomal recessive"
79433|"Infancy, Neonatal"|""|"Autosomal recessive"
79432|"Infancy, Neonatal"|""|"Autosomal recessive"
79431|"Infancy, Neonatal"|""|"Autosomal recessive"
79430|"Infancy, Neonatal"|""|"Autosomal recessive"
79445|"All ages"|""|"Autosomal dominant"
79444|"Childhood, Infancy, Neonatal"|""|"Autosomal dominant"
79443|"Childhood, Infancy, Neonatal"|""|"Autosomal dominant"
79483|""|""|"Not applicable"
79484|""|""|"Not applicable"
79485|""|""|"Not applicable"
79478|"Childhood"|""|"Autosomal recessive"
79479|"All ages"|""|""
79490|"Infancy, Neonatal"|""|"Not applicable"
79493|"Adolescent, Adult"|""|"Autosomal dominant"
79489|"Infancy, Neonatal"|""|"Not applicable"
79474|"Adolescent, Adult"|""|"Autosomal dominant, Unknown"
79477|"Childhood, Infancy"|""|"Autosomal recessive"
79476|"Childhood, Infancy"|""|""
79473|"Adolescent, Adult"|""|"Autosomal dominant"
79264|"Childhood"|""|"Autosomal recessive"
79263|"Infancy, Neonatal"|""|"Autosomal recessive"
79262|"Adult"|""|"Autosomal dominant, Autosomal recessive"
79269|""|""|"Autosomal recessive"
79257|"All ages"|""|"Autosomal recessive"
79256|"Childhood"|""|"Autosomal recessive"
79255|"Infancy, Neonatal"|""|"Autosomal recessive"
79254|"Infancy, Neonatal"|""|"Autosomal recessive"
79259|"Infancy, Neonatal"|""|""
79258|"Infancy, Neonatal"|""|""
79246|"Infancy, Neonatal"|""|"Autosomal recessive"
79253|"Infancy, Neonatal"|""|"Autosomal recessive"
79240|"Childhood"|""|"Autosomal recessive"
79241|"Adolescent, Adult, Childhood, Infancy, Neonatal"|""|"Autosomal recessive"
79238|"Infancy, Neonatal"|""|"Autosomal recessive"
79239|"Infancy, Neonatal"|""|"Autosomal recessive"
79244|"Childhood"|""|"Autosomal recessive"
79242|"Childhood, Infancy, Neonatal"|""|"Autosomal recessive"
79243|"Infancy, Neonatal"|""|"X-linked dominant"
79299|""|""|"Autosomal dominant"
79298|"All ages"|""|""
79301|"Infancy, Neonatal"|""|"Autosomal recessive"
79293|"All ages"|""|"Autosomal recessive, Not applicable"
79292|"Adolescent, Adult"|""|"Autosomal recessive"
79278|"Infancy, Neonatal"|""|"Autosomal dominant, Autosomal recessive"
79279|"Infancy, Neonatal"|""|"Autosomal recessive"
79280|"Adult"|""|"Autosomal recessive"
79281|"Childhood"|""|"Autosomal recessive"
79282|"All ages"|""|"Autosomal recessive"
79283|"All ages"|""|"Autosomal recessive"
79284|"Childhood"|""|"Autosomal recessive"
79270|"Infancy, Neonatal"|""|"Autosomal recessive"
79271|"Childhood"|""|"Autosomal recessive"
79272|""|""|"Autosomal recessive"
79273|"Adolescent, Adult"|""|"Autosomal dominant"
79276|"Adolescent, Adult"|""|"Autosomal dominant"
79277|"All ages"|""|"Autosomal recessive"
79333|"Infancy, Neonatal"|""|"Autosomal recessive"
79332|"Neonatal"|""|"Autosomal recessive"
79330|"Infancy, Neonatal"|""|"Autosomal recessive"
79329|"Infancy, Neonatal"|""|"Autosomal recessive"
79328|"Infancy, Neonatal"|""|"Autosomal recessive"
79327|"Infancy, Neonatal"|""|"Autosomal recessive"
79326|"Infancy, Neonatal"|""|"Autosomal recessive"
79325|"Infancy, Neonatal"|""|"Autosomal recessive"
79324|"Infancy, Neonatal"|""|"Autosomal recessive"
79323|"Infancy, Neonatal"|""|"Autosomal recessive"
79322|"Infancy, Neonatal"|""|"Autosomal recessive"
79321|"Infancy, Neonatal"|""|"Autosomal recessive"
79320|"Infancy, Neonatal"|""|"Autosomal recessive"
79319|"Infancy, Neonatal"|""|"Autosomal recessive"
79318|"Infancy, Neonatal"|""|"Autosomal recessive"
79314|"Childhood"|""|"Autosomal recessive"
79315|"Childhood, Infancy, Neonatal"|""|"Autosomal dominant, Autosomal recessive"
79312|"Infancy, Neonatal"|""|"Autosomal recessive"
79310|"Childhood"|""|"Autosomal recessive"
79311|"Childhood"|""|"Autosomal recessive"
79306|"Infancy, Neonatal"|""|"Autosomal recessive"
79304|"Infancy, Neonatal"|""|"Autosomal recessive"
79305|"All ages"|""|"Autosomal recessive"
79302|"Infancy, Neonatal"|""|"Autosomal recessive"
79303|"Infancy, Neonatal"|""|"Autosomal recessive"
79361|"All ages"|""|"Autosomal dominant, Autosomal recessive"
79351|"Adolescent, Childhood, Infancy"|""|"Autosomal recessive"
79350|"Infancy"|""|"Autosomal recessive"
79346|"Antenatal, Neonatal"|""|"Unknown"
79347|"Neonatal"|""|"Autosomal recessive"
79345|"Antenatal, Neonatal"|""|"X-linked recessive"
85191|"No data available"|""|"Autosomal dominant"
85188|"Infancy, Neonatal"|""|""
85193|"Adolescent, Childhood"|""|"Multigenic/multifactorial, Not applicable"
85192|"Childhood"|""|"Autosomal dominant"
85195|"Adolescent, Adult, Childhood"|""|"Autosomal dominant"
85194|"Infancy, Neonatal"|""|"Autosomal recessive"
85197|""|""|"Autosomal dominant"
85199|"Infancy, Neonatal"|""|"Autosomal recessive"
85198|"Infancy, Neonatal"|""|"Autosomal dominant, Not applicable"
85201|"Childhood"|""|"Autosomal dominant, Autosomal recessive"
85200|"Neonatal"|""|"Autosomal recessive, Not applicable"
85203|"Infancy, Neonatal"|""|"Autosomal dominant"
85202|"Childhood"|""|"Autosomal recessive"
85273|"Childhood"|""|"X-linked recessive"
85212|"Infancy, Neonatal"|""|""
85274|"No data available"|""|"X-linked recessive"
85275|"Infancy, Neonatal"|""|"X-linked recessive"
85276|"Infancy, Neonatal"|""|"X-linked recessive"
85277|"Infancy, Neonatal"|""|"X-linked recessive"
85278|"Infancy, Neonatal"|""|"X-linked recessive"
85279|"Childhood"|""|"X-linked recessive"
85280|"Infancy, Neonatal"|""|"X-linked recessive"
85282|"Antenatal, Infancy, Neonatal"|""|"X-linked recessive"
85283|"Childhood"|""|"X-linked recessive"
85284|"Childhood"|""|"X-linked dominant"
85285|"Infancy, Neonatal"|""|"X-linked recessive"
85286|"Infancy, Neonatal"|""|"X-linked recessive"
85287|"Infancy, Neonatal"|""|"X-linked recessive"
85288|"Childhood"|""|"X-linked recessive"
85293|"Childhood"|""|"X-linked recessive"
85292|"Adult"|""|"X-linked recessive"
85290|"Childhood"|""|"X-linked dominant, X-linked recessive"
85317|"Childhood"|""|"X-linked recessive"
85297|"Childhood"|""|"X-linked recessive"
85295|"Childhood, Infancy"|""|"X-linked dominant"
85294|"Childhood"|""|"X-linked recessive"
85321|"Infancy, Neonatal"|""|"X-linked recessive"
85320|"Infancy, Neonatal"|""|"X-linked recessive"
85319|"Infancy, Neonatal"|""|"X-linked recessive"
85325|"Childhood"|""|"X-linked recessive"
85324|"Infancy, Neonatal"|""|"X-linked recessive"
85323|"Infancy, Neonatal"|""|"X-linked recessive"
85322|"Childhood, Infancy"|""|"X-linked recessive"
85329|"Childhood, Infancy"|""|"X-linked recessive"
85326|"Infancy, Neonatal"|""|"X-linked recessive"
85327|"Childhood"|""|"X-linked recessive"
85332|""|""|"X-linked recessive"
85336|"Infancy, Neonatal"|""|"X-linked recessive"
85334|"Infancy, Neonatal"|""|"X-linked recessive"
85335|"Infancy, Neonatal"|""|"X-linked recessive"
85410|"Childhood"|""|"Multigenic/multifactorial"
85414|"Childhood"|""|"Multigenic/multifactorial, Unknown"
85338|"Childhood"|""|"X-linked recessive"
85408|"Childhood"|""|"Multigenic/multifactorial"
85443|"Adult"|""|"Not applicable"
85442|"Infancy, Neonatal"|""|"Autosomal dominant"
85446|"Adult"|""|"Not applicable"
85445|"Adolescent, Adult, Childhood"|""|"Not applicable"
85436|"Adolescent, Childhood"|""|"Unknown"
85435|"Childhood"|""|"Unknown"
85438|"Adolescent, Childhood"|""|"Unknown"
85458|"Adult"|""|"Autosomal dominant"
85453|""|""|"X-linked dominant"
86788|"Infancy, Neonatal"|""|"X-linked recessive"
86309|"Childhood, Infancy, Neonatal"|""|"Autosomal recessive"
85448|"Adult"|""|"Autosomal dominant"
85447|"Adult"|""|"Autosomal dominant"
85451|"Adult"|""|"Autosomal dominant"
85450|"All ages"|""|"Autosomal dominant"
86812|"Childhood"|""|"Autosomal recessive"
86813|""|""|"Autosomal dominant"
86814|"All ages"|""|"Autosomal dominant"
86815|""|""|"Autosomal dominant"
86789|"Infancy, Neonatal"|""|"Autosomal dominant"
86797|"Adolescent, Adult, Elderly"|""|""
86820|"Adult"|""|"Autosomal dominant"
86821|"Antenatal"|""|"Autosomal recessive"
86822|"Antenatal, Neonatal"|""|"Autosomal recessive"
86816|"Infancy, Neonatal"|""|"Autosomal recessive"
86817|""|""|"Autosomal recessive"
86818|""|""|"X-linked recessive"
86819|""|""|"Autosomal recessive"
86843|"Adult"|""|"Not applicable"
86841|"Adult"|""|"Not applicable"
86839|"Adult"|""|"Not applicable"
86836|"Adult"|""|""
512103|""|""|"Autosomal recessive"
86834|"Childhood, Infancy"|""|"Not applicable"
86829|"Adult"|""|""
86855|"Adult"|""|"Not applicable"
512260|"Infancy"|""|"Autosomal recessive"
86854|"Adult"|""|"Not applicable"
86852|"Adult"|""|""
86851|"All ages"|""|""
86850|"All ages"|""|"Not applicable"
86846|"All ages"|""|""
86845|"Adult"|""|"Not applicable"
86872|"Adult"|""|""
86873|"Adult"|""|"Multigenic/multifactorial, Not applicable"
86870|"Elderly"|""|"Not applicable"
86871|"Adult, Elderly"|""|"Not applicable"
86867|"Adolescent, Adult, Elderly"|""|"Not applicable"
86869|"Adult"|""|"Not applicable"
86861|"Adult"|""|""
86864|"Adult"|""|""
86886|"Adult"|""|"Not applicable"
86893|"All ages"|""|"Unknown"
86884|"All ages"|""|"Not applicable"
86885|"Adult, Elderly"|""|"Not applicable"
86880|"Adult"|""|"Not applicable"
86882|"Adolescent, Adult"|""|"Not applicable"
86875|"Adult"|""|"Multigenic/multifactorial, Not applicable"
86879|"Adult"|""|"Multigenic/multifactorial, Not applicable"
79502|"Adult"|""|"Autosomal dominant"
79503|"Childhood"|""|"Autosomal dominant, Not applicable"
79506|""|""|"Autosomal dominant, Autosomal recessive"
79507|"Infancy, Neonatal"|""|"Autosomal recessive"
79495|""|""|"X-linked dominant"
79499|"Antenatal, Neonatal"|""|"Autosomal dominant"
79500|"Infancy, Neonatal"|""|"Autosomal recessive"
79501|"Adolescent, Adult"|""|"Autosomal dominant"
79665|"Adult"|""|""
79643|""|""|"Autosomal recessive"
79651|"Infancy, Neonatal"|""|"Autosomal recessive"
79644|""|""|"Autosomal recessive"
83317|"All ages"|""|""
83330|"Infancy, Neonatal"|""|"Autosomal recessive"
83315|"All ages"|""|"Not applicable"
83316|"All ages"|""|"Not applicable"
83419|"Adolescent, Adult, Childhood, Infancy"|""|"Autosomal recessive"
83420|"Adult"|""|"Autosomal recessive"
83418|"Infancy"|""|"Autosomal recessive"
83313|"All ages"|""|"Not applicable"
83314|"All ages"|""|"Not applicable"
83311|"All ages"|""|"Not applicable"
83312|"All ages"|""|"Not applicable"
83469|"Adolescent, Adult"|""|"Not applicable"
83468|"Childhood"|""|"Not applicable"
83467|"Adult"|""|""
83465|"Adolescent, Adult, Childhood"|""|"Unknown"
83476|"All ages"|""|"Not applicable"
83473|"Infancy, Neonatal"|""|"Autosomal dominant, Not applicable"
83472|"Infancy, Neonatal"|""|"Autosomal recessive"
83471|"Infancy, Neonatal"|""|"Autosomal recessive, X-linked recessive"
83452|"All ages"|""|"Not applicable"
83451|"Adult"|""|"Not applicable"
83450|"Childhood"|""|"Not applicable"
83463|"Infancy, Neonatal"|""|"Autosomal dominant, Autosomal recessive, Not applicable"
83461|"Infancy, Neonatal"|""|"Autosomal recessive"
83454|"Adolescent, Adult, Childhood, Infancy, Neonatal"|""|"Autosomal dominant"
83453|"Adult"|""|"Not applicable"
514352|"Antenatal, Neonatal"|""|""
83619|"Infancy, Neonatal"|""|"Autosomal dominant"
83620|"Infancy, Neonatal"|""|"Autosomal recessive"
83628|"Infancy, Neonatal"|""|"Unknown"
83601|"All ages"|""|"Not applicable"
83616|"Childhood"|""|"Not applicable"
83617|"Antenatal, Infancy, Neonatal"|""|"Autosomal recessive"
83594|"All ages"|""|"Not applicable"
83595|"All ages"|""|"Not applicable"
83597|"All ages"|""|"Not applicable"
83600|"Adult"|""|"Not applicable"
83482|"All ages"|""|"Not applicable"
83483|"All ages"|""|"Not applicable"
83484|"All ages"|""|"Not applicable"
83593|"All ages"|""|"Not applicable"
84085|"All ages"|""|""
84081|"All ages"|""|"Autosomal recessive"
84090|"All ages"|""|"Autosomal dominant"
84064|"Antenatal, Infancy, Neonatal"|""|"Autosomal recessive"
513436|"Adolescent, Adult, Childhood"|""|"Autosomal recessive"
83639|"Infancy, Neonatal"|""|"Autosomal recessive"
83629|"Childhood, Infancy"|""|"X-linked recessive"
513456|"Infancy"|""|""
83642|"Infancy, Neonatal"|""|"Autosomal recessive"
85163|"Infancy, Neonatal"|""|"Autosomal recessive"
85164|"Childhood"|""|"Autosomal dominant, Autosomal recessive"
85146|"Adult"|""|"Autosomal dominant"
85162|"Adult, Elderly"|""|"Unknown"
85138|"All ages"|""|"Not applicable"
85128|"Childhood"|""|"Autosomal recessive"
85136|"Infancy, Neonatal"|""|"Autosomal recessive"
85110|"Adolescent, Adult, Childhood"|""|"Autosomal dominant"
85112|"Childhood"|""|"Autosomal recessive"
84132|"Infancy, Neonatal"|""|"Autosomal recessive"
84142|"All ages"|""|"Not applicable"
84093|"Adolescent, Adult, Childhood"|""|""
85186|"Infancy, Neonatal"|""|"Autosomal recessive"
85184|"Neonatal"|""|"Autosomal recessive"
85182|""|""|"Autosomal dominant"
85179|"Infancy, Neonatal"|""|"Autosomal recessive"
85175|"Antenatal, Neonatal"|""|"Autosomal recessive"
85174|"Infancy, Neonatal"|""|"Autosomal recessive"
85173|"Infancy, Neonatal"|""|"Autosomal dominant, Autosomal recessive"
85172|"Neonatal"|""|"Autosomal recessive"
85170|"Infancy, Neonatal"|""|"Not applicable"
85169|"Infancy, Neonatal"|""|"Autosomal dominant"
85168|"No data available"|""|"Autosomal dominant"
85167|"No data available"|""|"Autosomal recessive"
85166|"Infancy, Neonatal"|""|"Autosomal dominant"
85165|"Childhood"|""|"Autosomal dominant, Not applicable"
603699|""|""|"Autosomal recessive"
610573|""|""|"Autosomal dominant"
610569|""|""|"Autosomal recessive"
611256|""|""|"Autosomal recessive"
611247|""|""|"Autosomal recessive"
613267|""|""|"Autosomal recessive"
613274|""|""|"Autosomal recessive"
98261|"Adolescent, Childhood, Infancy, Neonatal"|""|""
98249|"Infancy, Neonatal"|""|"Autosomal dominant, Autosomal recessive, X-linked recessive"
600668|""|""|"Autosomal dominant"
600731|"Childhood, Infancy, Neonatal"|""|""
98293|"Adolescent, Adult, Childhood, Elderly, Infancy"|""|"Multigenic/multifactorial"
98292|"All ages"|""|""
98291|"Childhood"|""|""
98274|"All ages"|""|""
98267|"Childhood, Infancy"|""|"Not applicable"
97244|"Infancy, Neonatal"|""|"Autosomal recessive"
97242|"Infancy, Neonatal"|""|"Autosomal dominant, Autosomal recessive"
97261|"Adult"|""|"Not applicable"
97253|"Adult"|""|"Autosomal dominant, Not applicable"
97249|"Neonatal"|""|"Autosomal recessive"
97279|"All ages"|""|"Not applicable"
97278|"Adult"|""|"Not applicable"
97283|"Adult, Elderly"|""|"Unknown"
97282|"All ages"|""|"Not applicable"
97280|"Adult"|""|"Not applicable"
97290|"Elderly"|""|""
97286|"Adolescent, Adult"|""|"Autosomal dominant"
97287|"Adolescent, Adult, Childhood, Elderly"|""|"Not applicable"
97292|"Adolescent, Adult, Childhood, Elderly"|""|"Not applicable"
97335|"Adolescent, Childhood"|""|"Not applicable"
97297|"Antenatal, Neonatal"|""|"Autosomal dominant"
97338|"Adult"|""|"Not applicable"
97339|"Antenatal, Infancy, Neonatal"|""|""
97336|"Childhood"|""|"Not applicable"
97337|"Adolescent, Childhood"|""|"Not applicable"
97346|""|""|"Autosomal dominant"
97345|"Adult"|""|"Autosomal dominant"
97360|"Infancy, Neonatal"|""|"Autosomal dominant, Autosomal recessive"
97355|"Adult, Elderly"|""|""
97361|"All ages"|""|"Not applicable"
97362|"All ages"|""|"Autosomal dominant, Not applicable"
97363|"All ages"|""|"Autosomal dominant"
97364|"Antenatal, Neonatal"|""|""
97367|""|""|"Not applicable"
97368|""|""|"Not applicable"
97369|""|""|"Autosomal recessive"
97548|"Neonatal"|""|"Autosomal recessive"
96183|"Antenatal, Neonatal"|""|""
96181|"Antenatal, Neonatal"|""|""
96180|"Antenatal, Neonatal"|""|""
96179|"Antenatal, Neonatal"|""|""
96176|"Antenatal, Childhood, Infancy, Neonatal"|""|""
96191|"Antenatal, Neonatal"|""|""
96190|"Antenatal, Neonatal"|""|""
96186|"Antenatal, Neonatal"|""|""
96185|"Antenatal, Neonatal"|""|""
96184|"Antenatal, Neonatal"|""|""
96194|"Antenatal, Neonatal"|""|""
96195|"Antenatal, Neonatal"|""|""
96192|"Childhood, Infancy"|""|""
96253|"Adult"|""|"Not applicable"
96201|"Antenatal, Neonatal"|""|""
96264|"Childhood"|""|"Not applicable, Unknown"
96263|"Infancy, Neonatal"|""|"Not applicable, Unknown"
96266|"Neonatal"|""|""
96265|"Neonatal"|""|""
97214|"Adolescent, Adult, Childhood"|""|"Not applicable"
96369|"Adolescent, Childhood"|""|"Multigenic/multifactorial"
97238|"Adolescent, Adult, Childhood, Elderly"|""|"Autosomal dominant, Autosomal recessive"
97239|"Adult, Childhood, Infancy"|""|"Not applicable, X-linked dominant"
97240|""|""|"Unknown"
97229|"Adolescent, Adult, Childhood, Infancy"|""|"Autosomal recessive"
97230|"All ages"|""|"Not applicable"
97678|"Adult"|""|""
97598|"Neonatal"|""|""
97593|"All ages"|""|"Autosomal dominant, Not applicable"
97567|"Adult"|""|"Not applicable"
97564|"Adolescent, Adult, Childhood"|""|"Not applicable"
97566|"Adult"|""|"Not applicable"
97563|"Adult, Elderly"|""|"Not applicable"
95707|"Neonatal"|""|""
95708|"Childhood"|""|"Autosomal dominant, Not applicable"
95706|"Antenatal, Neonatal"|""|"Multigenic/multifactorial, X-linked recessive"
95702|"Childhood, Infancy"|""|"X-linked recessive"
95715|"Neonatal"|""|"Not applicable"
95716|"Infancy, Neonatal"|""|"Autosomal recessive"
95713|""|""|"Autosomal dominant"
95712|"Infancy, Neonatal"|""|"Not applicable"
95613|"All ages"|""|"Not applicable"
95700|"Infancy"|""|"Autosomal recessive"
95699|"Infancy, Neonatal"|""|"Autosomal recessive"
95626|"All ages"|""|""
95506|"Adult"|""|"Not applicable"
95496|"Childhood"|""|"Autosomal dominant, Autosomal recessive, Not applicable"
95494|""|""|"Autosomal dominant, Autosomal recessive, X-linked recessive"
95433|"Childhood"|""|"Autosomal recessive"
95434|"Adult"|""|"Autosomal recessive"
95455|"All ages"|""|"Not applicable"
95157|"All ages"|""|"Autosomal dominant, Autosomal recessive"
95161|"All ages"|""|"Autosomal dominant"
95159|""|""|"Autosomal recessive"
95428|"Childhood"|""|"Autosomal recessive"
95427|"All ages"|""|"Not applicable"
95409|"All ages"|""|"Autosomal recessive, Not applicable, X-linked dominant"
95432|"Adult"|""|"Multigenic/multifactorial, Not applicable"
95430|"Infancy"|""|"No data available"
95429|"Childhood"|""|"Autosomal dominant, Not applicable, X-linked recessive"
94091|"Adolescent, Adult, Childhood, Elderly"|""|""
94093|"All ages"|""|"Unknown"
94122|""|""|"Autosomal recessive"
94124|"Adolescent"|""|"Autosomal recessive"
94125|""|""|"Autosomal recessive"
94145|"All ages"|""|"Autosomal dominant"
94147|"Adolescent, Adult, Childhood, Elderly, Infancy"|""|"Autosomal dominant"
94148|"Adolescent, Adult, Childhood, Elderly"|""|"Autosomal dominant"
94149|""|""|"Autosomal dominant"
94150|""|""|"Autosomal recessive"
94064|"Childhood, Infancy, Neonatal"|""|"Autosomal recessive"
94063|"Childhood"|""|"Unknown"
94066|"Infancy, Neonatal"|""|"Autosomal recessive"
94065|"Childhood"|""|"Not applicable, Unknown"
94068|"Neonatal"|""|"Autosomal dominant"
94083|"Childhood"|""|"X-linked recessive"
94088|"All ages"|""|"Autosomal recessive"
94087|""|""|"Unknown"
94090|"All ages"|""|"Not applicable"
94089|"Adolescent, Childhood, Infancy, Neonatal"|""|"Autosomal dominant, Not applicable"
96173|"Antenatal, Neonatal"|""|""
96170|"Neonatal"|""|""
96169|"Infancy, Neonatal"|""|"Autosomal dominant"
96168|"Neonatal"|""|"Not applicable"
96167|"Infancy, Neonatal"|""|"Unknown"
96160|"Neonatal"|""|""
96150|"Neonatal"|""|""
96148|"Antenatal, Neonatal"|""|"Not applicable, Unknown"
96149|"Neonatal"|""|""
96147|"Infancy, Neonatal"|""|""
96145|"Infancy, Neonatal"|""|""
96129|"Antenatal, Neonatal"|""|""
96125|"Infancy, Neonatal"|""|"Not applicable, Unknown"
96126|"Antenatal, Neonatal"|""|""
96121|"Infancy, Neonatal"|""|""
96123|"Neonatal"|""|""
96112|"Neonatal"|""|""
96107|"Antenatal, Neonatal"|""|""
96106|"Antenatal, Neonatal"|""|""
96105|"Antenatal, Neonatal"|""|""
96109|"Antenatal, Neonatal"|""|""
96098|"Antenatal, Neonatal"|""|""
96097|"Neonatal"|""|""
96096|"Antenatal, Neonatal"|""|""
96103|"Antenatal, Neonatal"|""|""
96102|"Infancy, Neonatal"|""|""
96101|"Antenatal, Neonatal"|""|""
96100|"Antenatal, Neonatal"|""|""
96094|"Infancy, Neonatal"|""|""
96095|"Antenatal, Neonatal"|""|""
96092|"Infancy, Neonatal"|""|"Not applicable, Unknown"
96072|"Infancy, Neonatal"|""|""
96074|"Antenatal, Neonatal"|""|""
96078|"Infancy, Neonatal"|""|""
96069|"Infancy, Neonatal"|""|""
96068|"Antenatal, Neonatal"|""|""
96071|"Antenatal, Neonatal"|""|""
96070|"Neonatal"|""|""
96059|"Antenatal, Neonatal"|""|""
96060|"Antenatal, Neonatal"|""|""
96061|"Infancy, Neonatal"|""|"Not applicable, Unknown"
96063|"Antenatal, Neonatal"|""|""
95719|"Neonatal"|""|"Not applicable"
95720|"Infancy, Neonatal"|""|"Autosomal dominant, Not applicable"
597623|"Childhood, Infancy, Neonatal"|""|""
93555|"All ages"|""|""
93554|"All ages"|""|""
93552|"Adolescent, Childhood, Infancy, Neonatal"|""|"Not applicable"
93562|""|""|"Autosomal dominant"
598216|"No data available"|""|""
598603|""|""|"Autosomal dominant"
93560|""|""|"Autosomal dominant"
93561|""|""|"Autosomal dominant"
93571|"Childhood"|""|"Autosomal recessive"
93568|"Adolescent, Childhood"|""|""
597201|"Neonatal"|""|""
93474|"Adolescent, Adult, Childhood"|""|"Autosomal recessive"
93476|"Infancy, Neonatal"|""|"Autosomal recessive"
93473|"Infancy, Neonatal"|""|"Autosomal recessive"
93399|""|""|"Autosomal recessive"
93398|"Childhood"|""|""
93400|""|""|"Autosomal recessive"
599373|"Neonatal"|""|""
93403|"Infancy, Neonatal"|""|"Autosomal dominant"
93402|"Infancy, Neonatal"|""|"Autosomal dominant"
93405|"Infancy, Neonatal"|""|"Autosomal dominant"
93404|"Infancy, Neonatal"|""|"Autosomal dominant"
599480|"Adolescent, Adult, Childhood, Elderly"|""|"Not applicable"
599485|"No data available"|""|"Not applicable"
93406|"Infancy, Neonatal"|""|"Autosomal dominant"
93409|"Infancy, Neonatal"|""|"Autosomal dominant"
93360|"Infancy, Neonatal"|""|"Autosomal dominant"
93359|"Infancy, Neonatal"|""|"Autosomal recessive"
93358|"Infancy, Neonatal"|""|"Autosomal recessive"
93357|"Infancy, Neonatal"|""|"Autosomal recessive"
599082|"Infancy, Neonatal"|""|""
93372|"All ages"|""|"Autosomal dominant"
93382|"Infancy, Neonatal"|""|"Autosomal dominant"
93383|"Antenatal"|""|"Autosomal dominant"
93387|"Antenatal"|""|"Autosomal dominant"
93388|"Infancy, Neonatal"|""|"Autosomal dominant"
93384|"Infancy, Neonatal"|""|"Autosomal dominant, Autosomal recessive"
93396|"Infancy, Neonatal"|""|"Autosomal dominant"
93397|"Infancy, Neonatal"|""|""
93394|"Infancy, Neonatal"|""|"Autosomal dominant"
595356|"No data available"|""|"Autosomal dominant, Autosomal recessive"
93969|"Infancy, Neonatal"|""|"Multigenic/multifactorial, Not applicable"
93964|"Adult, Elderly"|""|""
94059|"Adolescent, Adult, Childhood, Elderly"|""|"Not applicable"
94058|"Adult, Elderly"|""|"Not applicable"
94056|"No data available"|""|"Not applicable"
93976|"Infancy, Neonatal"|""|""
93932|"Antenatal, Neonatal"|""|"X-linked recessive"
93930|"Infancy, Neonatal"|""|"Multigenic/multifactorial"
93928|""|""|"Multigenic/multifactorial"
93929|"Infancy, Neonatal"|""|"Multigenic/multifactorial"
93926|"Infancy, Neonatal"|""|"Multigenic/multifactorial, Not applicable"
93924|"Infancy, Neonatal"|""|"Multigenic/multifactorial, Not applicable"
93925|"Infancy, Neonatal"|""|"Multigenic/multifactorial, Not applicable"
93921|"Adult, Elderly"|""|"Autosomal dominant"
93952|"Infancy"|""|"X-linked recessive"
595109|"Antenatal, Neonatal"|""|""
595133|"Adolescent, Adult, Childhood, Elderly"|""|""
93950|""|""|"X-linked recessive"
595098|"Antenatal, Neonatal"|""|""
93947|"Infancy, Neonatal"|""|"X-linked recessive"
595105|"Antenatal, Neonatal"|""|""
93946|"Infancy, Neonatal"|""|"X-linked recessive"
93945|"Infancy"|""|"X-linked recessive"
93941|"Infancy, Neonatal"|""|""
93940|"Infancy, Neonatal"|""|""
93939|"Infancy, Neonatal"|""|""
93938|"Infancy, Neonatal"|""|""
93616|"All ages"|""|"Autosomal recessive"
93622|"Childhood"|""|"X-linked recessive"
93623|"Childhood, Infancy"|""|"X-linked recessive"
93672|"Adolescent, Childhood, Infancy"|""|"Not applicable"
93685|"All ages"|""|""
93591|"Antenatal, Childhood, Infancy, Neonatal"|""|"Autosomal recessive"
93592|""|""|"Autosomal recessive"
93589|""|""|"Autosomal recessive"
93598|"All ages"|""|"Autosomal recessive"
93583|"Adult, Childhood, Infancy, Neonatal"|""|"Autosomal recessive"
93585|"All ages"|""|"Multigenic/multifactorial"
93610|"Infancy, Neonatal"|""|"Autosomal dominant"
596759|"Childhood"|""|""
93608|"Adolescent, Adult"|""|"Autosomal dominant"
93607|"Childhood"|""|"Autosomal recessive"
93613|""|""|"Semi-dominant"
93612|""|""|"Autosomal recessive"
