"OrphaCode"|"Gene_Symbol"|"Relationship_Type"|"Status"
93924|"TGIF1"|"Disease-causing germline mutation(s) in"|"Assessed"
93924|"ZIC2"|"Disease-causing germline mutation(s) in"|"Assessed"
93924|"GLI2"|"Disease-causing germline mutation(s) in"|"Assessed"
93924|"TDGF1"|"Disease-causing germline mutation(s) in"|"Assessed"
93924|"FOXH1"|"Disease-causing germline mutation(s) in"|"Assessed"
93924|"FGF8"|"Disease-causing germline mutation(s) in"|"Assessed"
93924|"DISP1"|"Disease-causing germline mutation(s) in"|"Assessed"
93924|"CDON"|"Disease-causing germline mutation(s) in"|"Assessed"
93924|"NODAL"|"Disease-causing germline mutation(s) in"|"Assessed"
93924|"DLL1"|"Disease-causing germline mutation(s) in"|"Assessed"
93924|"GAS1"|"Disease-causing germline mutation(s) in"|"Assessed"
93925|"STIL"|"Disease-causing germline mutation(s) in"|"Assessed"
93925|"PLCH1"|"Disease-causing germline mutation(s) in"|"Assessed"
93925|"STAG2"|"Disease-causing germline mutation(s) (loss of function) in"|"Assessed"
93925|"PTCH1"|"Disease-causing germline mutation(s) in"|"Assessed"
93925|"SHH"|"Disease-causing germline mutation(s) in"|"Assessed"
93925|"SIX3"|"Disease-causing germline mutation(s) in"|"Assessed"
93925|"TGIF1"|"Disease-causing germline mutation(s) in"|"Assessed"
93925|"ZIC2"|"Disease-causing germline mutation(s) in"|"Assessed"
93925|"GLI2"|"Disease-causing germline mutation(s) in"|"Assessed"
93925|"TDGF1"|"Disease-causing germline mutation(s) in"|"Assessed"
93925|"FOXH1"|"Disease-causing germline mutation(s) in"|"Assessed"
93925|"FGF8"|"Disease-causing germline mutation(s) in"|"Assessed"
93925|"DISP1"|"Disease-causing germline mutation(s) in"|"Assessed"
93925|"CDON"|"Disease-causing germline mutation(s) in"|"Assessed"
93925|"NODAL"|"Disease-causing germline mutation(s) in"|"Assessed"
93925|"DLL1"|"Disease-causing germline mutation(s) in"|"Assessed"
93925|"GAS1"|"Disease-causing germline mutation(s) in"|"Assessed"
93921|"NF2"|"Candidate gene tested in"|"Not yet assessed"
93921|"SMARCB1"|"Disease-causing germline mutation(s) in"|"Assessed"
93921|"COQ6"|"Major susceptibility factor in"|"Assessed"
93921|"LZTR1"|"Major susceptibility factor in"|"Assessed"
93952|"ATP6AP2"|"Disease-causing germline mutation(s) in"|"Assessed"
595109|"CACNA1C"|"Disease-causing germline mutation(s) in"|"Assessed"
93950|"PQBP1"|"Disease-causing germline mutation(s) in"|"Assessed"
595098|"CACNA1C"|"Disease-causing germline mutation(s) in"|"Assessed"
93947|"PQBP1"|"Disease-causing germline mutation(s) in"|"Assessed"
595105|"CACNA1C"|"Disease-causing germline mutation(s) in"|"Assessed"
93946|"PQBP1"|"Disease-causing germline mutation(s) in"|"Assessed"
93945|"PQBP1"|"Disease-causing germline mutation(s) in"|"Assessed"
93616|"HBA2"|"Disease-causing germline mutation(s) in"|"Assessed"
93616|"HBA1"|"Disease-causing germline mutation(s) in"|"Assessed"
93622|"CLCN5"|"Disease-causing germline mutation(s) (loss of function) in"|"Assessed"
93623|"OCRL"|"Disease-causing germline mutation(s) (loss of function) in"|"Assessed"
93591|"NPHP3"|"Disease-causing germline mutation(s) (loss of function) in"|"Assessed"
93591|"INVS"|"Disease-causing germline mutation(s) in"|"Assessed"
93591|"NEK8"|"Disease-causing germline mutation(s) in"|"Assessed"
93591|"TTC21B"|"Disease-causing germline mutation(s) in"|"Assessed"
93591|"ANKS6"|"Disease-causing germline mutation(s) in"|"Assessed"
93591|"CEP83"|"Disease-causing germline mutation(s) in"|"Assessed"
93591|"ZNF423"|"Disease-causing germline mutation(s) in"|"Assessed"
93592|"NPHP1"|"Disease-causing germline mutation(s) in"|"Assessed"
93592|"NPHP4"|"Disease-causing germline mutation(s) in"|"Assessed"
93592|"GLIS2"|"Disease-causing germline mutation(s) (loss of function) in"|"Assessed"
93592|"WDR19"|"Disease-causing germline mutation(s) in"|"Assessed"
93592|"ANKS6"|"Disease-causing germline mutation(s) in"|"Assessed"
93592|"MAPKBP1"|"Disease-causing germline mutation(s) (loss of function) in"|"Assessed"
93592|"ADAMTS9"|"Disease-causing germline mutation(s) in"|"Assessed"
93589|"NPHP3"|"Disease-causing germline mutation(s) in"|"Assessed"
93589|"XPNPEP3"|"Disease-causing germline mutation(s) in"|"Assessed"
93589|"MAPKBP1"|"Disease-causing germline mutation(s) (loss of function) in"|"Assessed"
93598|"AGXT"|"Disease-causing germline mutation(s) in"|"Assessed"
596008|"FGFR2"|"Disease-causing germline mutation(s) in"|"Assessed"
93583|"ADAMTS13"|"Disease-causing germline mutation(s) (loss of function) in"|"Assessed"
93581|"CFHR1"|"Disease-causing germline mutation(s) in"|"Assessed"
93581|"CFHR3"|"Disease-causing germline mutation(s) in"|"Assessed"
93581|"CFHR5"|"Disease-causing germline mutation(s) in"|"Assessed"
93581|"CFHR4"|"Disease-causing germline mutation(s) in"|"Assessed"
93610|"SLC4A1"|"Disease-causing germline mutation(s) in"|"Assessed"
93608|"SLC4A1"|"Disease-causing germline mutation(s) in"|"Assessed"
93607|"SLC4A4"|"Disease-causing germline mutation(s) in"|"Assessed"
93613|"SLC7A9"|"Disease-causing germline mutation(s) in"|"Assessed"
93612|"SLC3A1"|"Disease-causing germline mutation(s) in"|"Assessed"
93602|"MOCOS"|"Disease-causing germline mutation(s) in"|"Assessed"
93601|"XDH"|"Disease-causing germline mutation(s) in"|"Assessed"
93600|"HOGA1"|"Disease-causing germline mutation(s) in"|"Assessed"
93599|"GRHPR"|"Disease-causing germline mutation(s) in"|"Assessed"
93606|"AVPR2"|"Disease-causing germline mutation(s) (gain of function) in"|"Assessed"
596753|"UBA1"|"Disease-causing somatic mutation(s) in"|"Assessed"
93605|"CLCNKB"|"Disease-causing germline mutation(s) in"|"Assessed"
99068|"NR2F2"|"Major susceptibility factor in"|"Assessed"
99068|"GATA4"|"Disease-causing germline mutation(s) in"|"Assessed"
99068|"CRELD1"|"Major susceptibility factor in"|"Assessed"
99067|"NR2F2"|"Major susceptibility factor in"|"Assessed"
99067|"CRELD1"|"Major susceptibility factor in"|"Assessed"
99067|"GATA6"|"Disease-causing germline mutation(s) in"|"Not yet assessed"
99067|"GATA4"|"Disease-causing germline mutation(s) in"|"Assessed"
99106|"TLL1"|"Disease-causing germline mutation(s) in"|"Assessed"
99105|"CITED2"|"Disease-causing germline mutation(s) in"|"Assessed"
99103|"ACTC1"|"Disease-causing germline mutation(s) in"|"Assessed"
99103|"GATA4"|"Disease-causing germline mutation(s) in"|"Assessed"
99103|"MYH6"|"Disease-causing germline mutation(s) in"|"Assessed"
99103|"NKX2-5"|"Disease-causing germline mutation(s) in"|"Assessed"
99103|"TBX20"|"Disease-causing germline mutation(s) (loss of function) in"|"Assessed"
99103|"TBX20"|"Disease-causing germline mutation(s) (gain of function) in"|"Assessed"
99103|"TLL1"|"Disease-causing germline mutation(s) in"|"Assessed"
99103|"CITED2"|"Disease-causing germline mutation(s) in"|"Assessed"
99103|"GATA6"|"Disease-causing germline mutation(s) in"|"Assessed"
99141|"PTPN14"|"Disease-causing germline mutation(s) (loss of function) in"|"Assessed"
99361|"ESR2"|"Disease-causing germline mutation(s) (loss of function) in"|"Assessed"
99361|"NTRK1"|"Disease-causing germline mutation(s) in"|"Assessed"
99361|"RET"|"Disease-causing germline mutation(s) in"|"Assessed"
99657|"HPCA"|"Disease-causing germline mutation(s) in"|"Assessed"
99429|"AR"|"Disease-causing germline mutation(s) in"|"Assessed"
99646|"IDH1"|"Disease-causing somatic mutation(s) in"|"Assessed"
592574|"CREBBP"|"Disease-causing germline mutation(s) in"|"Assessed"
592564|"GNAO1"|"Disease-causing germline mutation(s) in"|"Assessed"
592570|"TRAF7"|"Disease-causing germline mutation(s) in"|"Assessed"
99718|"MT-ND4"|"Disease-causing germline mutation(s) in"|"Assessed"
99718|"MT-ND6"|"Disease-causing germline mutation(s) in"|"Assessed"
99718|"MT-ND3"|"Disease-causing germline mutation(s) in"|"Assessed"
99725|"AIP"|"Disease-causing germline mutation(s) (loss of function) in"|"Assessed"
99725|"MEN1"|"Disease-causing germline mutation(s) (loss of function) in"|"Assessed"
589821|"DMPK"|"Disease-causing germline mutation(s) in"|"Assessed"
589827|"DMPK"|"Disease-causing germline mutation(s) in"|"Assessed"
589824|"DMPK"|"Disease-causing germline mutation(s) in"|"Assessed"
589833|"DMPK"|"Disease-causing germline mutation(s) in"|"Assessed"
589830|"DMPK"|"Disease-causing germline mutation(s) in"|"Assessed"
589905|"PHIP"|"Disease-causing germline mutation(s) in"|"Assessed"
589856|"KMT2D"|"Disease-causing germline mutation(s) in"|"Assessed"
99749|"HAX1"|"Disease-causing germline mutation(s) in"|"Assessed"
99757|"SLC22A18"|"Candidate gene tested in"|"Not yet assessed"
99757|"TP53"|"Disease-causing germline mutation(s) in"|"Assessed"
99757|"NF1"|"Disease-causing somatic mutation(s) in"|"Assessed"
99757|"DICER1"|"Disease-causing somatic mutation(s) in"|"Assessed"
99756|"FOXO1"|"Part of a fusion gene in"|"Assessed"
99756|"PAX3"|"Part of a fusion gene in"|"Assessed"
99756|"PAX7"|"Part of a fusion gene in"|"Assessed"
99756|"NF1"|"Disease-causing somatic mutation(s) in"|"Assessed"
99756|"TP53"|"Disease-causing germline mutation(s) in"|"Assessed"
99734|"SCN4A"|"Disease-causing germline mutation(s) in"|"Assessed"
99731|"SUOX"|"Disease-causing germline mutation(s) in"|"Assessed"
99735|"SCN4A"|"Disease-causing germline mutation(s) in"|"Assessed"
99736|"SCN4A"|"Disease-causing germline mutation(s) in"|"Assessed"
99741|"RYR1"|"Disease-causing germline mutation(s) in"|"Assessed"
99742|"SLC25A19"|"Disease-causing germline mutation(s) in"|"Assessed"
98820|"DEPDC5"|"Disease-causing germline mutation(s) (loss of function) in"|"Assessed"
98820|"NPRL2"|"Disease-causing germline mutation(s) (loss of function) in"|"Assessed"
98820|"NPRL3"|"Disease-causing germline mutation(s) (loss of function) in"|"Assessed"
98818|"GRIN2A"|"Disease-causing germline mutation(s) in"|"Assessed"
98813|"IKBKG"|"Disease-causing germline mutation(s) in"|"Assessed"
98813|"NFKBIA"|"Disease-causing germline mutation(s) in"|"Assessed"
98811|"SLC2A1"|"Disease-causing germline mutation(s) in"|"Assessed"
98811|"PRRT2"|"Disease-causing germline mutation(s) in"|"Assessed"
98810|"PNKD"|"Disease-causing germline mutation(s) in"|"Assessed"
98810|"PRRT2"|"Disease-causing germline mutation(s) in"|"Assessed"
98809|"PRRT2"|"Disease-causing germline mutation(s) in"|"Assessed"
98809|"KCNA1"|"Disease-causing germline mutation(s) in"|"Assessed"
98808|"GCH1"|"Disease-causing germline mutation(s) in"|"Assessed"
98808|"NR4A2"|"Disease-causing germline mutation(s) (loss of function) in"|"Assessed"
98808|"IMPDH2"|"Disease-causing germline mutation(s) (loss of function) in"|"Assessed"
98807|"DYT13"|"Disease-causing germline mutation(s) in"|"Assessed"
98838|"BCL6"|"Disease-causing somatic mutation(s) in"|"Assessed"
98838|"XPO1"|"Candidate gene tested in"|"Assessed"
98835|"KMT2A"|"Part of a fusion gene in"|"Assessed"
98833|"FLT3"|"Disease-causing somatic mutation(s) in"|"Assessed"
98833|"NPM1"|"Disease-causing somatic mutation(s) in"|"Not yet assessed"
98834|"FLT3"|"Disease-causing somatic mutation(s) in"|"Assessed"
98834|"KIT"|"Disease-causing somatic mutation(s) in"|"Not yet assessed"
98834|"NPM1"|"Disease-causing somatic mutation(s) in"|"Not yet assessed"
98831|"KMT2A"|"Role in the phenotype of"|"Assessed"
98832|"FLT3"|"Disease-causing somatic mutation(s) in"|"Assessed"
98829|"FLT3"|"Biomarker tested in"|"Assessed"
98829|"MYH11"|"Part of a fusion gene in"|"Assessed"
98829|"CBFB"|"Part of a fusion gene in"|"Assessed"
98829|"KIT"|"Biomarker tested in"|"Assessed"
98827|"GATA2"|"Disease-causing germline mutation(s) in"|"Assessed"
98826|"TET2"|"Disease-causing somatic mutation(s) in"|"Assessed"
98823|"PDGFRB"|"Part of a fusion gene in"|"Assessed"
98823|"ETV6"|"Part of a fusion gene in"|"Assessed"
98823|"ASXL1"|"Candidate gene tested in"|"Not yet assessed"
98823|"SRSF2"|"Candidate gene tested in"|"Not yet assessed"
98824|"CSF3R"|"Disease-causing somatic mutation(s) in"|"Assessed"
98853|"LMNA"|"Disease-causing germline mutation(s) in"|"Assessed"
98853|"SYNE1"|"Disease-causing germline mutation(s) in"|"Not yet assessed"
98853|"TMEM43"|"Disease-causing germline mutation(s) in"|"Assessed"
98853|"SYNE2"|"Disease-causing germline mutation(s) in"|"Not yet assessed"
98850|"TET2"|"Disease-causing somatic mutation(s) in"|"Assessed"
98850|"SRSF2"|"Disease-causing somatic mutation(s) in"|"Assessed"
98850|"ASXL1"|"Disease-causing somatic mutation(s) in"|"Assessed"
98850|"RUNX1"|"Disease-causing somatic mutation(s) in"|"Assessed"
98850|"CBL"|"Disease-causing somatic mutation(s) in"|"Assessed"
98849|"KIT"|"Disease-causing somatic mutation(s) in"|"Assessed"
98849|"TET2"|"Disease-causing somatic mutation(s) in"|"Assessed"
98849|"SRSF2"|"Disease-causing somatic mutation(s) in"|"Assessed"
98849|"ASXL1"|"Disease-causing somatic mutation(s) in"|"Assessed"
98843|"KLHDC8B"|"Candidate gene tested in"|"Not yet assessed"
98839|"BCL6"|"Disease-causing somatic mutation(s) in"|"Assessed"
98839|"BCL2"|"Biomarker tested in"|"Assessed"
98842|"TYK2"|"Part of a fusion gene in"|"Assessed"
98842|"NPM1"|"Part of a fusion gene in"|"Assessed"
589608|"RHOA"|"Disease-causing germline mutation(s) in"|"Assessed"
589595|"FLT3"|"Disease-causing somatic mutation(s) in"|"Assessed"
589595|"KMT2A"|"Part of a fusion gene in"|"Assessed"
98868|"SLC4A1"|"Disease-causing germline mutation(s) in"|"Assessed"
98869|"CDAN1"|"Disease-causing germline mutation(s) in"|"Assessed"
98869|"CDIN1"|"Disease-causing germline mutation(s) in"|"Assessed"
589618|"KMT2B"|"Disease-causing germline mutation(s) in"|"Assessed"
98870|"KIF23"|"Disease-causing germline mutation(s) in"|"Assessed"
98870|"RACGAP1"|"Disease-causing germline mutation(s) in"|"Assessed"
589534|"FLT3"|"Disease-causing somatic mutation(s) in"|"Assessed"
589534|"KMT2A"|"Part of a fusion gene in"|"Assessed"
98863|"EMD"|"Disease-causing germline mutation(s) in"|"Assessed"
98863|"FHL1"|"Disease-causing germline mutation(s) in"|"Assessed"
589527|"FAT2"|"Disease-causing germline mutation(s) in"|"Assessed"
589547|"GRIN2B"|"Disease-causing germline mutation(s) in"|"Assessed"
589442|"PISD"|"Disease-causing germline mutation(s) in"|"Assessed"
589435|"PLCB3"|"Disease-causing germline mutation(s) in"|"Assessed"
589522|"PLD3"|"Disease-causing germline mutation(s) in"|"Assessed"
589515|"PUM1"|"Disease-causing germline mutation(s) in"|"Assessed"
98855|"LMNA"|"Disease-causing germline mutation(s) in"|"Assessed"
98856|"LMNA"|"Disease-causing germline mutation(s) in"|"Assessed"
98881|"FGA"|"Disease-causing germline mutation(s) in"|"Assessed"
98881|"FGB"|"Disease-causing germline mutation(s) in"|"Assessed"
98881|"FGG"|"Disease-causing germline mutation(s) in"|"Assessed"
98880|"FGA"|"Disease-causing germline mutation(s) in"|"Assessed"
98880|"FGB"|"Disease-causing germline mutation(s) in"|"Assessed"
98880|"FGG"|"Disease-causing germline mutation(s) in"|"Assessed"
98885|"GP6"|"Disease-causing germline mutation(s) (loss of function) in"|"Assessed"
98873|"SEC23B"|"Disease-causing germline mutation(s) (loss of function) in"|"Assessed"
98897|"NOTCH2NLC"|"Disease-causing germline mutation(s) in"|"Assessed"
98897|"GIPC1"|"Disease-causing germline mutation(s) in"|"Assessed"
98895|"DMD"|"Disease-causing germline mutation(s) in"|"Assessed"
98896|"DMD"|"Disease-causing germline mutation(s) in"|"Assessed"
98896|"LTBP4"|"Modifying germline mutation in"|"Assessed"
98902|"TNNT1"|"Disease-causing germline mutation(s) in"|"Assessed"
98889|"SRPX2"|"Candidate gene tested in"|"Not yet assessed"
98889|"ADGRG1"|"Disease-causing germline mutation(s) in"|"Assessed"
98889|"PI4KA"|"Disease-causing germline mutation(s) in"|"Assessed"
98890|"OPA2"|"Disease-causing germline mutation(s) in"|"Assessed"
98892|"ARFGEF2"|"Disease-causing germline mutation(s) in"|"Assessed"
98892|"FLNA"|"Disease-causing germline mutation(s) (loss of function) in"|"Assessed"
98892|"ERMARD"|"Disease-causing germline mutation(s) in"|"Assessed"
98892|"NEDD4L"|"Disease-causing germline mutation(s) in"|"Assessed"
98892|"TMTC3"|"Disease-causing germline mutation(s) (loss of function) in"|"Assessed"
98892|"ARF1"|"Disease-causing germline mutation(s) in"|"Assessed"
98892|"MAP1B"|"Disease-causing germline mutation(s) (loss of function) in"|"Assessed"
98912|"LDB3"|"Disease-causing germline mutation(s) in"|"Assessed"
98911|"MYOT"|"Disease-causing germline mutation(s) in"|"Assessed"
98914|"CHAT"|"Disease-causing germline mutation(s) (loss of function) in"|"Assessed"
98914|"AGRN"|"Disease-causing germline mutation(s) in"|"Assessed"
98914|"SLC25A1"|"Disease-causing germline mutation(s) in"|"Assessed"
98914|"SNAP25"|"Disease-causing germline mutation(s) in"|"Assessed"
98914|"SYT2"|"Disease-causing germline mutation(s) in"|"Assessed"
98914|"MYO9A"|"Disease-causing germline mutation(s) in"|"Assessed"
98914|"SLC5A7"|"Disease-causing germline mutation(s) (gain of function) in"|"Assessed"
98914|"VAMP1"|"Disease-causing germline mutation(s) in"|"Assessed"
98914|"SLC18A3"|"Disease-causing germline mutation(s) in"|"Assessed"
98914|"COL13A1"|"Disease-causing germline mutation(s) (loss of function) in"|"Assessed"
98913|"RAPSN"|"Disease-causing germline mutation(s) in"|"Assessed"
98913|"SCN4A"|"Disease-causing germline mutation(s) in"|"Assessed"
98913|"CHRNA1"|"Disease-causing germline mutation(s) (loss of function) in"|"Assessed"
98913|"CHRNA1"|"Disease-causing germline mutation(s) (gain of function) in"|"Assessed"
98913|"CHRNB1"|"Disease-causing germline mutation(s) (loss of function) in"|"Assessed"
98913|"CHRNB1"|"Disease-causing germline mutation(s) (gain of function) in"|"Assessed"
98913|"CHRND"|"Disease-causing germline mutation(s) (loss of function) in"|"Assessed"
98913|"CHRND"|"Disease-causing germline mutation(s) (gain of function) in"|"Assessed"
98913|"CHRNE"|"Disease-causing germline mutation(s) (loss of function) in"|"Assessed"
98913|"CHRNE"|"Disease-causing germline mutation(s) (gain of function) in"|"Assessed"
98913|"DOK7"|"Disease-causing germline mutation(s) in"|"Assessed"
98913|"MUSK"|"Disease-causing germline mutation(s) in"|"Assessed"
98913|"LRP4"|"Disease-causing germline mutation(s) in"|"Assessed"
98913|"AGRN"|"Disease-causing germline mutation(s) in"|"Assessed"
98913|"AK9"|"Disease-causing germline mutation(s) in"|"Assessed"
98913|"COL13A1"|"Disease-causing germline mutation(s) (loss of function) in"|"Assessed"
98916|"PMP22"|"Major susceptibility factor in"|"Assessed"
98915|"COLQ"|"Disease-causing germline mutation(s) in"|"Assessed"
98915|"LAMB2"|"Disease-causing germline mutation(s) in"|"Assessed"
98904|"ACTA1"|"Disease-causing germline mutation(s) in"|"Assessed"
98905|"RYR1"|"Disease-causing germline mutation(s) in"|"Assessed"
98908|"PNPLA2"|"Disease-causing germline mutation(s) in"|"Assessed"
98907|"ABHD5"|"Disease-causing germline mutation(s) in"|"Assessed"
98909|"DES"|"Disease-causing germline mutation(s) in"|"Assessed"
98933|"COQ2"|"Major susceptibility factor in"|"Assessed"
98934|"JPH3"|"Disease-causing germline mutation(s) in"|"Assessed"
98920|"IGHMBP2"|"Disease-causing germline mutation(s) in"|"Assessed"
98942|"ACTG1"|"Disease-causing germline mutation(s) in"|"Assessed"
98942|"FZD5"|"Disease-causing germline mutation(s) (gain of function) in"|"Assessed"
98942|"SALL2"|"Disease-causing germline mutation(s) (loss of function) in"|"Assessed"
98942|"ABCB6"|"Disease-causing germline mutation(s) in"|"Assessed"
98942|"PAX6"|"Disease-causing germline mutation(s) in"|"Assessed"
98938|"SHH"|"Disease-causing germline mutation(s) in"|"Assessed"
98938|"STRA6"|"Disease-causing germline mutation(s) in"|"Assessed"
98938|"VSX2"|"Disease-causing germline mutation(s) in"|"Assessed"
98938|"GDF6"|"Candidate gene tested in"|"Not yet assessed"
98938|"GDF3"|"Disease-causing germline mutation(s) in"|"Assessed"
98938|"ABCB6"|"Disease-causing germline mutation(s) in"|"Assessed"
98938|"TENM3"|"Disease-causing germline mutation(s) in"|"Assessed"
98938|"RBP4"|"Disease-causing germline mutation(s) in"|"Assessed"
98938|"SOX2"|"Disease-causing germline mutation(s) in"|"Assessed"
98938|"SIX6"|"Candidate gene tested in"|"Not yet assessed"
98938|"OTX2"|"Disease-causing germline mutation(s) in"|"Assessed"
98938|"RAX"|"Disease-causing germline mutation(s) in"|"Assessed"
98938|"ALDH1A3"|"Disease-causing germline mutation(s) in"|"Assessed"
98938|"PORCN"|"Disease-causing germline mutation(s) in"|"Assessed"
98949|"FREM2"|"Disease-causing germline mutation(s) (loss of function) in"|"Assessed"
98947|"FZD5"|"Disease-causing germline mutation(s) (gain of function) in"|"Assessed"
98947|"SALL2"|"Disease-causing germline mutation(s) (loss of function) in"|"Assessed"
98947|"ABCB6"|"Disease-causing germline mutation(s) in"|"Assessed"
98947|"PAX6"|"Disease-causing germline mutation(s) in"|"Assessed"
98945|"FZD5"|"Disease-causing germline mutation(s) (gain of function) in"|"Assessed"
98945|"SALL2"|"Disease-causing germline mutation(s) (loss of function) in"|"Assessed"
98945|"ABCB6"|"Disease-causing germline mutation(s) in"|"Assessed"
98945|"PAX6"|"Disease-causing germline mutation(s) in"|"Assessed"
98946|"FZD5"|"Disease-causing germline mutation(s) (gain of function) in"|"Assessed"
98946|"SALL2"|"Disease-causing germline mutation(s) (loss of function) in"|"Assessed"
98946|"ABCB6"|"Disease-causing germline mutation(s) in"|"Assessed"
98946|"PAX6"|"Disease-causing germline mutation(s) in"|"Assessed"
98943|"FZD5"|"Disease-causing germline mutation(s) (gain of function) in"|"Assessed"
98943|"SALL2"|"Disease-causing germline mutation(s) (loss of function) in"|"Assessed"
98943|"ABCB6"|"Disease-causing germline mutation(s) in"|"Assessed"
98943|"PAX6"|"Disease-causing germline mutation(s) in"|"Assessed"
98944|"ACTG1"|"Disease-causing germline mutation(s) in"|"Assessed"
98944|"FZD5"|"Disease-causing germline mutation(s) (gain of function) in"|"Assessed"
98944|"SALL2"|"Disease-causing germline mutation(s) (loss of function) in"|"Assessed"
98944|"ABCB6"|"Disease-causing germline mutation(s) in"|"Assessed"
98944|"PAX6"|"Disease-causing germline mutation(s) in"|"Assessed"
98957|"TACSTD2"|"Disease-causing germline mutation(s) in"|"Assessed"
98956|"TGFBI"|"Disease-causing germline mutation(s) in"|"Assessed"
98954|"KRT12"|"Disease-causing germline mutation(s) in"|"Assessed"
98954|"KRT3"|"Disease-causing germline mutation(s) in"|"Assessed"
98964|"TGFBI"|"Disease-causing germline mutation(s) in"|"Assessed"
98963|"TGFBI"|"Disease-causing germline mutation(s) in"|"Assessed"
98962|"TGFBI"|"Disease-causing germline mutation(s) in"|"Assessed"
98961|"TGFBI"|"Disease-causing germline mutation(s) in"|"Assessed"
98960|"TGFBI"|"Disease-causing germline mutation(s) in"|"Assessed"
98973|"VSX1"|"Disease-causing germline mutation(s) in"|"Assessed"
98973|"ZEB1"|"Disease-causing germline mutation(s) in"|"Assessed"
98973|"COL8A2"|"Disease-causing germline mutation(s) in"|"Assessed"
98973|"OVOL2"|"Disease-causing germline mutation(s) in"|"Assessed"
98973|"GRHL2"|"Disease-causing germline mutation(s) in"|"Assessed"
98974|"SLC4A11"|"Disease-causing germline mutation(s) in"|"Assessed"
98974|"ZEB1"|"Disease-causing germline mutation(s) (loss of function) in"|"Assessed"
98974|"COL8A2"|"Disease-causing germline mutation(s) in"|"Assessed"
98974|"TCF4"|"Disease-causing germline mutation(s) in"|"Assessed"
98974|"AGBL1"|"Disease-causing germline mutation(s) in"|"Assessed"
98967|"UBIAD1"|"Disease-causing germline mutation(s) in"|"Assessed"
98969|"CHST6"|"Disease-causing germline mutation(s) (loss of function) in"|"Assessed"
98970|"PIKFYVE"|"Disease-causing germline mutation(s) (loss of function) in"|"Assessed"
98975|"OVOL2"|"Disease-causing germline mutation(s) in"|"Assessed"
98976|"CYP1B1"|"Disease-causing germline mutation(s) in"|"Assessed"
98976|"MYOC"|"Disease-causing germline mutation(s) in"|"Assessed"
98976|"LTBP2"|"Disease-causing germline mutation(s) in"|"Assessed"
98976|"TEK"|"Disease-causing germline mutation(s) (loss of function) in"|"Assessed"
98977|"CYP1B1"|"Major susceptibility factor in"|"Assessed"
98977|"MYOC"|"Disease-causing germline mutation(s) in"|"Assessed"
98977|"EFEMP1"|"Disease-causing germline mutation(s) in"|"Assessed"
98978|"PITX2"|"Disease-causing germline mutation(s) in"|"Assessed"
98978|"FOXC1"|"Disease-causing germline mutation(s) in"|"Assessed"
98988|"CRYAA"|"Disease-causing germline mutation(s) in"|"Assessed"
98988|"CRYBB3"|"Disease-causing germline mutation(s) in"|"Assessed"
98988|"CRYGB"|"Disease-causing germline mutation(s) in"|"Assessed"
98988|"CRYBA2"|"Disease-causing germline mutation(s) in"|"Assessed"
98990|"CRYGD"|"Disease-causing germline mutation(s) in"|"Assessed"
98989|"CRYBB2"|"Disease-causing germline mutation(s) in"|"Assessed"
98989|"CRYGD"|"Disease-causing germline mutation(s) in"|"Assessed"
98989|"MIP"|"Disease-causing germline mutation(s) in"|"Assessed"
98989|"MAF"|"Disease-causing germline mutation(s) in"|"Assessed"
98984|"BFSP2"|"Disease-causing germline mutation(s) in"|"Assessed"
98984|"CRYBB2"|"Disease-causing germline mutation(s) in"|"Assessed"
98984|"CRYGC"|"Disease-causing germline mutation(s) in"|"Assessed"
98984|"CRYGD"|"Disease-causing germline mutation(s) in"|"Assessed"
98984|"GJA3"|"Disease-causing germline mutation(s) in"|"Assessed"
98984|"GJA8"|"Disease-causing germline mutation(s) (loss of function) in"|"Assessed"
98984|"CRYBB1"|"Disease-causing germline mutation(s) in"|"Assessed"
98984|"MAF"|"Disease-causing germline mutation(s) in"|"Assessed"
98984|"VIM"|"Disease-causing germline mutation(s) in"|"Assessed"
98985|"BFSP2"|"Disease-causing germline mutation(s) in"|"Assessed"
98985|"CRYBA1"|"Disease-causing germline mutation(s) in"|"Assessed"
98985|"CRYBB2"|"Disease-causing germline mutation(s) in"|"Assessed"
98985|"GJA8"|"Disease-causing germline mutation(s) in"|"Assessed"
98985|"MIP"|"Disease-causing germline mutation(s) in"|"Assessed"
98985|"CRYGS"|"Disease-causing germline mutation(s) in"|"Assessed"
98991|"WFS1"|"Disease-causing germline mutation(s) in"|"Assessed"
98991|"CRYAA"|"Disease-causing germline mutation(s) in"|"Assessed"
98991|"CRYAB"|"Disease-causing germline mutation(s) in"|"Assessed"
98991|"CRYBA1"|"Disease-causing germline mutation(s) in"|"Assessed"
98991|"CRYBB2"|"Disease-causing germline mutation(s) in"|"Assessed"
98991|"CRYBB3"|"Disease-causing germline mutation(s) in"|"Assessed"
98991|"CRYGC"|"Disease-causing germline mutation(s) in"|"Assessed"
98991|"CRYGD"|"Disease-causing germline mutation(s) in"|"Assessed"
98991|"GJA3"|"Disease-causing germline mutation(s) in"|"Assessed"
98991|"GJA8"|"Disease-causing germline mutation(s) in"|"Assessed"
98991|"MIP"|"Disease-causing germline mutation(s) in"|"Assessed"
98991|"CRYBB1"|"Disease-causing germline mutation(s) in"|"Assessed"
98991|"NHS"|"Disease-causing germline mutation(s) in"|"Assessed"
